,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.25,0.93,0.27,0.08,0.35,0.27,0.39,0.62,0.24,0.11,0.28,0.12
freedom-erp.csv,0.05,0.0,0.24,0.0,0.02,0.0,0.99,0.0,0.0,0.0,0.0,0.0
javaprofiler.csv,0.6,0.78,0.27,0.51,0.55,0.69,0.01,0.62,0.24,0.09,0.79,0.99
jmoney.csv,0.9,0.15,0.27,0.12,0.57,0.22,0.36,0.25,0.06,0.14,0.24,0.13
jsidplay2.csv,0.75,0.19,1.0,0.39,0.52,0.3,0.65,0.62,0.76,0.57,0.28,0.65
reaper3d.csv,0.25,0.04,0.36,0.49,0.08,0.0,0.3,0.88,0.29,0.14,0.03,0.49
servicestack.csv,0.15,0.37,0.34,0.29,0.45,0.43,0.33,0.62,0.94,0.29,0.38,0.17
springside.csv,0.95,1.0,0.54,0.98,0.62,0.54,0.84,0.88,0.53,0.43,0.66,0.63
swtfox.csv,0.05,0.44,0.2,0.41,1.0,0.74,0.03,0.12,0.76,0.11,0.31,0.69
synecdoche.csv,0.35,0.37,0.59,0.18,0.3,0.34,0.72,0.75,0.0,0.06,0.93,0.23
tmva.csv,0.55,0.67,0.59,0.82,0.42,0.99,1.0,0.75,0.71,0.46,0.66,0.49
wsmt.csv,0.05,0.19,0.02,0.0,0.05,0.02,0.03,0.0,0.06,0.94,0.0,0.07
