,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.92,0.54,0.7,0.8,0.84,0.86,0.55,0.95,0.94,0.64,0.83,0.91
freedom-erp.csv,0.0,0.0,0.8,0.0,0.88,0.0,0.4,0.5,0.0,0.0,0.0,0.0
javaprofiler.csv,0.63,0.5,0.83,0.63,0.44,0.53,0.97,0.47,0.73,0.9,0.37,0.49
jmoney.csv,0.53,0.93,0.56,0.92,0.37,0.97,0.6,0.84,0.75,0.47,0.89,0.92
jsidplay2.csv,0.41,0.91,0.41,0.65,0.49,0.98,0.46,0.59,0.42,0.59,0.9,0.46
reaper3d.csv,0.73,0.0,0.81,0.67,0.75,0.0,0.73,0.86,0.78,0.88,0.8,0.75
servicestack.csv,0.86,0.58,0.73,0.88,0.72,0.46,0.63,0.47,0.69,0.53,0.7,0.82
springside.csv,0.38,0.43,0.38,0.58,0.41,0.48,0.32,0.36,0.59,0.35,0.36,0.51
swtfox.csv,0.92,0.56,0.95,0.7,0.7,0.54,0.96,0.72,0.52,0.91,0.96,0.54
synecdoche.csv,0.67,0.71,0.5,0.93,0.66,0.76,0.38,0.4,0.67,0.83,0.67,0.74
tmva.csv,0.45,0.44,0.52,0.51,0.48,0.52,0.31,0.39,0.46,0.38,0.5,0.56
wsmt.csv,0.86,0.86,0.0,0.88,0.5,0.8,0.75,0.0,0.86,0.59,0.0,0.86
