,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.39,0.04,0.48,0.25,0.89
chaperon.csv,0.3,0.24,0.42,1.0,0.32
mule.csv,0.69,0.02,0.2,0.25,0.59
springside.csv,0.81,0.67,0.42,0.75,0.62
swtfox.csv,0.17,0.92,0.62,0.25,0.18
