,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.21,0.04,0.8,0.19,0.0
chaperon.csv,0.27,0.22,0.42,0.08,0.75
mule.csv,0.4,0.04,0.18,0.12,0.25
springside.csv,0.6,0.23,0.54,0.65,0.25
swtfox.csv,0.21,0.89,0.22,0.71,0.75
