,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.74,0.33,0.27,0.1,1.0
chaperon.csv,0.64,0.36,0.39,0.5,0.86
mule.csv,0.72,0.2,0.4,0.14,0.97
springside.csv,0.68,0.6,0.33,0.09,0.97
swtfox.csv,0.56,0.35,0.64,0.03,0.77
