,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,91.0,4.0,0.0,69.0,1.0,2.0,33.0,54.0,132.0,0.0,0.0,5.0,91.0,23.0,0.0,97.0,118.0
codepurge.csv,3.0,5.0,0.0,1.0,0.0,1.0,27.0,6.0,10.0,0.0,1.0,15.0,0.0,5.0,9.0,2.0,2.0
fontforge.csv,1.0,0.0,1.0,0.0,2.0,5.0,51.0,0.0,6.0,0.0,1.0,5.0,5.0,24.0,7.0,8.0,4.0
glas.csv,1.0,2.0,1.0,6.0,1.0,11.0,33.0,0.0,4.0,0.0,2.0,16.0,5.0,10.0,3.0,6.0,4.0
gmerlin.csv,91.0,0.0,1.0,0.0,471.0,2.0,52.0,54.0,11.0,78.0,1.0,8.0,5.0,24.0,115.0,3.0,4.0
hatari.csv,0.0,1.0,0.0,0.0,2.0,4.0,40.0,12.0,25.0,0.0,0.0,8.0,4.0,56.0,7.0,4.0,3.0
jcl.csv,1.0,21.0,2.0,1.0,1.0,3.0,35.0,1.0,24.0,0.0,0.0,7.0,2.0,35.0,2.0,0.0,11.0
ltp.csv,0.0,1.0,0.0,0.0,2.0,11.0,52.0,1.0,6.0,0.0,2.0,7.0,3.0,23.0,7.0,7.0,4.0
mia.csv,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,11.0,0.0,0.0,12.0,1.0,168.0,12.0,0.0,2.0
net-snmp.csv,0.0,1.0,0.0,0.0,0.0,13.0,13.0,14.0,3.0,0.0,2.0,15.0,8.0,13.0,11.0,1.0,1.0
opde.csv,1.0,9.0,1.0,0.0,2.0,4.0,19.0,5.0,17.0,78.0,0.0,8.0,0.0,7.0,7.0,2.0,6.0
oppna-program-hsatools.csv,0.0,0.0,1.0,0.0,0.0,0.0,39.0,13.0,18.0,0.0,0.0,8.0,4.0,14.0,16.0,0.0,7.0
powerfolder-.csv,1.0,2.0,0.0,6.0,0.0,9.0,18.0,2.0,6.0,0.0,2.0,8.0,1.0,4.0,0.0,1.0,1.0
qlc.csv,91.0,8.0,64.0,0.0,0.0,1.0,13.0,54.0,1.0,1.0,0.0,8.0,0.0,3.0,3.0,97.0,3.0
quantlib.csv,1.0,104.0,0.0,69.0,2.0,6.0,52.0,1.0,132.0,0.0,129.0,6.0,91.0,168.0,7.0,8.0,5.0
tcl.csv,7.0,1.0,0.0,0.0,0.0,12.0,52.0,54.0,16.0,0.0,2.0,8.0,6.0,12.0,115.0,7.0,4.0
