,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.2,0.8,0.0,0.5,0.18,0.01,0.67,0.15,1.0,0.57,0.66,0.68,0.72,0.28,1.0,0.53,0.89,0.83,0.71
auber.csv,0.12,0.72,0.0,0.34,0.14,0.0,0.52,0.13,0.76,0.29,0.28,0.35,0.8,0.27,0.98,0.47,0.57,0.79,0.46
cortex-vfx.csv,0.18,0.78,0.0,0.4,0.3,0.0,0.68,0.12,0.77,0.32,0.26,0.43,0.67,0.4,1.0,0.51,0.75,0.77,0.53
empserver.csv,0.17,0.78,0.0,0.39,0.18,0.01,0.7,0.13,0.75,0.36,0.36,0.44,0.58,0.24,1.0,0.49,0.77,0.77,0.51
flylegacy.csv,0.1,0.82,0.0,0.28,0.18,0.0,0.67,0.18,0.74,0.32,0.4,0.27,0.55,0.21,0.98,0.48,0.69,0.78,0.42
galaxium.csv,0.22,0.76,0.0,0.36,0.16,0.01,0.52,0.21,0.84,0.59,0.57,0.68,0.7,0.31,1.0,0.51,0.67,0.7,0.81
growl-for-windows.csv,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.23,0.8,0.55,0.0,0.56,0.67,0.5,1.0,0.57,0.86,0.71,0.94
k3d.csv,0.17,0.78,0.06,0.29,0.46,0.0,0.52,0.22,0.33,0.38,0.0,0.4,0.69,0.21,1.0,0.43,0.5,0.75,0.51
libarchive.csv,0.17,0.82,0.01,0.28,0.2,0.0,0.52,0.24,0.78,0.41,0.48,0.39,0.53,0.29,1.0,0.44,0.76,0.7,0.65
linux-ntfs.csv,0.18,0.76,0.0,0.33,0.12,0.01,0.55,0.17,0.78,0.26,0.38,0.36,0.75,0.23,0.98,0.56,0.56,0.76,0.57
m-a-d-n-e-s-s.csv,0.23,0.76,0.0,0.4,0.18,0.01,0.52,0.0,1.0,0.61,0.71,0.62,0.77,0.36,1.0,0.73,0.58,0.6,0.65
novembre.csv,0.21,0.84,0.0,0.57,0.11,0.01,0.51,0.0,0.71,0.38,0.34,0.11,0.75,0.32,1.0,0.56,1.0,0.86,0.43
qtwin.csv,0.18,0.75,0.0,1.0,0.35,0.03,0.0,0.2,0.71,0.75,0.36,0.14,0.83,0.25,1.0,0.6,0.67,0.33,0.0
st-filteredstatistics.csv,0.15,0.72,0.0,0.28,0.11,0.0,0.53,0.2,0.91,0.33,0.32,0.37,0.65,0.22,0.98,0.5,0.67,0.55,0.6
tweetsharp.csv,0.08,1.0,0.0,0.32,0.23,0.0,0.4,0.17,0.74,0.31,0.19,0.3,0.54,0.27,0.98,0.31,0.74,0.91,0.44
unladen-swallow.csv,0.23,0.71,0.0,0.25,0.14,0.01,0.44,0.22,0.88,0.27,0.39,0.47,0.43,0.3,1.0,1.0,0.57,0.64,0.63
wishmaster.csv,0.17,0.71,0.01,0.21,0.03,0.0,0.53,0.41,0.56,0.5,0.41,0.25,0.47,0.22,1.0,0.0,0.69,0.33,0.67
