,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.57,0.29,0.51,0.97,0.26,0.54,0.61
emulemorph.csv,0.04,0.0,0.07,0.0,0.02,0.02,0.86
htmlunit.csv,0.51,0.52,0.62,0.25,0.14,0.95,0.38
jvcl.csv,0.04,0.0,0.9,0.28,0.4,0.16,0.0
m-m-m.csv,0.49,0.45,0.5,0.49,1.0,0.51,0.0
nh3d.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0
wgs-assembler.csv,0.93,0.29,0.0,0.1,0.12,0.06,0.0
