,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.64,0.25,0.75,0.96,0.22,0.49,0.67
emulemorph.csv,0.03,0.0,0.06,0.0,0.02,0.02,0.83
htmlunit.csv,0.49,0.5,0.69,0.21,0.12,0.94,0.33
jvcl.csv,0.03,0.0,0.88,0.25,0.35,0.13,0.0
m-m-m.csv,0.46,0.5,0.56,0.46,1.0,0.79,0.0
nh3d.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0
wgs-assembler.csv,0.92,0.25,0.0,0.08,0.1,0.05,0.0
