,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.8,1.0,0.39,1.0,0.27,0.2,0.15,1.0,0.12,0.08,0.0,0.0,0.9,0.17,1.0
badtrinity-zero.csv,0.08,0.0,0.34,0.0,0.78,0.96,0.14,0.0,0.58,0.0,0.33,0.83,0.13,0.57,0.76
biodwh.csv,0.09,0.07,0.07,0.27,0.29,0.21,0.07,0.31,0.08,0.16,0.0,0.0,0.2,0.17,0.42
critterding.csv,0.56,0.29,0.8,0.62,0.87,0.85,0.87,0.55,0.33,0.4,0.5,0.44,0.69,0.52,0.86
elateportal.csv,0.82,0.88,0.4,0.66,0.55,0.61,0.75,0.79,0.79,0.64,0.0,0.89,0.8,0.48,0.82
enzo.csv,0.79,0.8,0.94,0.7,0.84,0.84,0.49,0.66,0.96,0.24,1.0,0.89,0.94,1.0,0.71
factor.csv,0.07,0.1,0.04,0.37,0.03,0.16,0.0,0.41,0.0,0.48,0.17,0.28,0.08,0.13,0.55
gusanos.csv,0.18,0.78,0.49,0.78,0.99,0.37,0.57,0.24,0.42,0.0,0.33,0.0,0.61,0.35,0.27
miranda.csv,0.0,0.0,0.24,0.0,0.42,0.7,0.01,0.0,0.71,0.0,0.5,1.0,0.15,0.39,0.5
modplug.csv,0.8,0.66,0.74,0.79,0.73,0.78,0.97,0.72,0.25,0.28,0.67,0.39,0.69,0.43,0.92
monetdb.csv,0.45,0.24,0.15,0.04,0.25,0.26,0.35,0.07,0.04,0.04,0.0,0.0,0.18,0.22,0.2
quarkplayer.csv,0.34,0.07,0.29,0.3,0.09,0.11,0.27,0.31,0.08,0.68,0.67,0.33,0.14,0.35,0.17
reactos-mirror.csv,0.26,0.41,0.44,0.42,0.46,0.55,0.6,0.72,0.42,0.36,0.67,1.0,0.37,0.48,1.0
sandiaportals.csv,0.45,0.66,0.34,0.58,0.47,0.37,0.65,0.83,0.17,0.88,0.0,0.22,0.62,0.26,0.66
xbplayer.csv,0.21,0.17,0.28,0.26,0.09,0.17,0.37,0.07,0.33,0.0,0.17,0.0,0.58,0.13,0.43
