,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.86,1.0,0.43,1.0,0.49,0.67,0.09,1.0,0.44,0.12,0.25,0.0,0.83,0.05,1.0
badtrinity-zero.csv,0.21,0.0,0.7,0.0,0.94,1.0,0.09,0.0,0.73,0.0,0.7,0.94,0.17,0.71,0.94
biodwh.csv,0.28,0.29,0.29,0.52,0.51,0.33,0.09,0.48,0.42,0.48,0.05,0.21,0.83,0.44,0.57
critterding.csv,0.62,0.62,0.77,0.67,0.83,0.83,1.0,0.6,0.64,0.75,0.77,0.68,0.83,0.88,0.87
elateportal.csv,0.84,0.91,0.54,0.9,0.87,0.92,0.64,0.87,0.73,0.26,0.95,0.92,0.75,0.9,0.88
enzo.csv,0.77,0.74,0.97,0.83,0.72,0.83,0.73,0.84,0.89,0.82,0.95,0.75,0.92,0.88,0.79
factor.csv,0.05,0.21,0.05,0.6,0.09,0.25,0.0,0.16,0.04,0.02,0.14,0.62,0.08,0.95,0.65
gusanos.csv,0.21,0.79,0.84,0.9,1.0,0.75,0.73,0.81,0.67,0.02,0.39,0.0,0.75,0.56,0.53
miranda.csv,0.0,0.0,0.48,0.0,0.79,0.75,0.0,0.0,0.56,0.0,0.98,1.0,0.08,0.22,0.78
modplug.csv,0.79,0.88,0.68,0.95,0.94,1.0,0.91,0.76,0.76,0.43,0.93,0.89,0.67,0.76,0.88
monetdb.csv,0.42,0.29,0.33,0.19,0.66,0.58,0.18,0.3,0.4,0.08,0.61,0.28,0.33,0.71,0.22
quarkplayer.csv,0.49,0.15,0.35,0.45,0.04,0.08,0.82,0.09,0.13,0.38,0.0,0.26,0.08,0.46,0.15
reactos-mirror.csv,0.61,0.68,0.59,0.79,0.79,0.67,0.73,0.7,0.73,0.59,1.0,1.0,0.5,0.05,1.0
sandiaportals.csv,0.59,0.76,0.46,0.81,0.7,0.5,0.91,0.84,0.58,0.49,0.0,0.83,0.67,0.88,0.83
xbplayer.csv,0.26,0.38,0.34,0.71,0.49,0.5,0.27,0.39,0.47,0.05,0.36,0.34,0.67,0.22,0.58
