,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.82,1.0,0.69,1.0,0.58,0.39,0.92,1.0,0.58,0.89,0.75,1.0,0.92,0.97,1.0
badtrinity-zero.csv,0.79,1.0,0.46,1.0,0.78,0.96,0.92,1.0,0.64,1.0,0.45,0.84,0.84,0.64,0.76
biodwh.csv,0.72,0.71,0.71,0.55,0.57,0.7,0.91,0.61,0.59,0.54,0.95,0.79,0.26,0.59,0.6
critterding.csv,0.67,0.48,0.84,0.7,0.89,0.87,0.87,0.68,0.49,0.47,0.55,0.55,0.71,0.54,0.87
elateportal.csv,0.83,0.88,0.61,0.67,0.56,0.62,0.84,0.8,0.84,0.97,0.05,0.89,0.84,0.49,0.83
enzo.csv,0.83,0.85,0.94,0.72,0.88,0.86,0.56,0.68,0.96,0.3,1.0,0.92,0.95,1.01,0.74
factor.csv,0.95,0.8,0.95,0.55,0.92,0.77,1.0,0.93,0.96,1.09,0.88,0.47,0.92,0.14,0.65
gusanos.csv,0.81,0.81,0.51,0.79,0.99,0.45,0.63,0.31,0.53,0.98,0.7,1.0,0.66,0.56,0.54
miranda.csv,1.0,1.0,0.57,1.0,0.47,0.74,1.0,1.0,0.83,1.0,0.5,1.0,0.93,0.87,0.54
modplug.csv,0.83,0.67,0.81,0.79,0.73,0.78,0.98,0.76,0.34,0.63,0.67,0.41,0.77,0.5,0.93
monetdb.csv,0.73,0.75,0.69,0.81,0.42,0.49,0.89,0.7,0.6,0.92,0.39,0.72,0.69,0.36,0.81
quarkplayer.csv,0.61,0.86,0.71,0.62,0.96,0.92,0.32,0.96,0.88,0.92,1.2,0.81,0.93,0.64,0.86
reactos-mirror.csv,0.46,0.53,0.6,0.47,0.51,0.64,0.66,0.78,0.5,0.55,0.67,1.0,0.62,1.06,1.0
sandiaportals.csv,0.61,0.7,0.64,0.61,0.56,0.62,0.66,0.84,0.45,1.02,1.0,0.28,0.7,0.29,0.68
xbplayer.csv,0.76,0.64,0.72,0.39,0.52,0.53,0.82,0.62,0.62,0.95,0.66,0.66,0.67,0.79,0.61
