,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.0,2.0,8.0,14.0,0.0,4.0,14.0,3.0,0.0,0.0,0.0,70.0,18.0,2.0,3.0
badtrinity-zero.csv,2.0,74.0,0.0,132.0,0.0,11.0,9.0,95.0,0.0,126.0,1.0,4.0,4.0,0.0,2.0
biodwh.csv,0.0,0.0,0.0,2.0,1.0,9.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
critterding.csv,0.0,3.0,0.0,11.0,19.0,7.0,10.0,3.0,0.0,0.0,2.0,3.0,12.0,0.0,3.0
elateportal.csv,0.0,2.0,0.0,9.0,0.0,9.0,28.0,3.0,0.0,0.0,0.0,2.0,16.0,0.0,1.0
enzo.csv,0.0,1.0,0.0,9.0,21.0,29.0,2.0,2.0,0.0,0.0,3.0,3.0,25.0,0.0,4.0
factor.csv,0.0,1.0,0.0,14.0,0.0,9.0,168.0,6.0,0.0,2.0,1.0,1.0,6.0,0.0,1.0
gusanos.csv,0.0,1.0,0.0,9.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,70.0,8.0,0.0,0.0
miranda.csv,0.0,74.0,0.0,132.0,0.0,11.0,168.0,95.0,0.0,126.0,1.0,4.0,2.0,0.0,2.0
modplug.csv,0.0,2.0,0.0,12.0,3.0,11.0,11.0,2.0,0.0,0.0,2.0,1.0,6.0,0.0,4.0
monetdb.csv,2.0,3.0,2.0,1.0,0.0,6.0,15.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0
quarkplayer.csv,0.0,2.0,0.0,4.0,5.0,15.0,7.0,2.0,0.0,2.0,49.0,4.0,10.0,0.0,3.0
reactos-mirror.csv,0.0,5.0,0.0,3.0,3.0,5.0,7.0,3.0,0.0,0.0,1.0,4.0,13.0,8.0,3.0
sandiaportals.csv,0.0,2.0,0.0,18.0,1.0,9.0,11.0,3.0,0.0,0.0,49.0,1.0,17.0,0.0,3.0
xbplayer.csv,1.0,4.0,4.0,4.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0
