,recall,precision,pf,pci_20,ifa,wins
alpine.csv,0.49,0.45,0.27,0.52,3.0,3
badtrinity-zero.csv,0.7,0.36,0.33,0.39,4.0,0
biodwh.csv,0.42,0.77,0.16,0.51,0.0,14
critterding.csv,0.77,0.64,0.56,0.45,3.0,6
elateportal.csv,0.87,0.57,0.75,0.41,1.0,9
enzo.csv,0.83,0.5,0.84,0.41,2.0,2
factor.csv,0.14,0.57,0.13,0.86,1.0,12
gusanos.csv,0.73,0.46,0.37,0.44,1.0,10
miranda.csv,0.22,0.47,0.24,0.39,2.0,1
modplug.csv,0.88,0.53,0.72,0.46,2.0,4
monetdb.csv,0.33,0.68,0.18,0.76,1.0,13
quarkplayer.csv,0.15,0.5,0.29,0.91,3.0,7
reactos-mirror.csv,0.7,0.57,0.46,0.5,3.0,5
sandiaportals.csv,0.7,0.49,0.47,0.54,2.0,8
xbplayer.csv,0.38,0.72,0.17,0.61,2.0,11
