,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.53,0.48,0.4,0.42,0.43,0.4
jlinalg.csv,0.49,0.5,0.43,0.7,0.69,0.49
knowledge.csv,0.42,0.48,0.38,0.42,0.52,0.59
massiv.csv,0.86,0.95,0.0,0.0,0.95,0.0
playerstage.csv,0.38,0.61,0.51,0.39,0.57,0.45
ultimairis.csv,0.39,0.43,0.38,0.37,0.41,0.59
