,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.77,0.4,1.0,0.19,0.22
mediaportal.csv,0.74,0.17,0.67,0.98,0.35
poormans.csv,0.87,0.84,0.82,0.27,0.97
smartgwt.csv,0.76,1.0,0.78,0.25,0.43
sqlpower-library.csv,1.0,0.27,0.75,0.26,0.23
