,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.0,25.0,0.0,23.0,30.0
mediaportal.csv,0.0,2.0,3.0,0.0,10.0
poormans.csv,0.0,1.0,0.0,1.0,0.0
smartgwt.csv,0.0,0.0,0.0,22.0,3.0
sqlpower-library.csv,0.0,2.0,0.0,5.0,45.0
