,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.63,0.42,0.0,0.89,0.77
mediaportal.csv,0.72,0.84,0.87,0.12,0.8
poormans.csv,0.49,0.71,0.66,0.54,0.06
smartgwt.csv,0.67,0.04,0.88,0.57,0.74
sqlpower-library.csv,0.02,0.67,0.79,0.55,0.67
