,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.53,0.4,0.0,0.88,0.73
mediaportal.csv,0.65,0.61,0.61,0.0,0.1
poormans.csv,0.24,0.02,0.28,0.41,0.01
smartgwt.csv,0.59,0.0,0.11,0.4,0.09
sqlpower-library.csv,0.0,0.64,0.72,0.47,0.53
