,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.47,0.72,1.04,0.72,0.89,0.92,0.67,1.02
apolloplayer.csv,0.81,0.38,0.61,0.76,0.73,0.55,0.52,0.6
k3d.csv,0.87,0.83,0.05,0.78,0.92,0.31,1.01,0.71
kowari.csv,0.71,0.74,1.0,0.83,0.7,0.71,0.36,0.44
redshell.csv,0.81,0.72,1.25,1.02,0.43,0.85,0.71,0.71
rtb-team.csv,0.97,0.62,1.0,0.23,0.89,0.97,0.88,0.24
xreal.csv,0.93,0.95,1.0,0.67,0.78,0.78,0.89,0.02
