,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.36,0.41,0.5,0.77,0.49,0.72,0.61,0.62,0.52
ctrlr.csv,0.16,0.18,0.0,0.31,0.68,0.36,0.52,0.47,0.41
customsagetv.csv,0.38,0.55,0.89,0.55,0.11,0.46,0.13,0.43,0.5
glas.csv,0.39,0.64,0.52,0.45,0.41,0.67,0.63,0.68,0.59
octave.csv,0.51,0.18,0.75,0.46,0.05,0.37,0.38,0.43,0.32
tango-cs.csv,0.33,0.62,0.47,0.65,0.38,0.73,0.57,0.68,0.56
xcf.csv,0.33,0.66,0.81,0.69,0.45,0.64,0.58,0.78,0.5
xfce.csv,0.29,0.66,0.55,0.66,0.17,0.74,0.37,0.66,0.56
zildo.csv,0.34,0.71,0.8,0.67,0.21,0.68,0.14,0.44,0.49
