,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.24,0.45,0.44,0.79,0.39,0.74,0.52,0.69,0.46
ctrlr.csv,0.11,0.25,0.0,0.6,0.54,0.52,0.42,0.5,0.45
customsagetv.csv,0.28,0.64,0.9,0.71,0.12,0.82,0.38,0.71,0.38
glas.csv,0.29,0.51,0.45,0.71,0.3,0.79,0.58,0.64,0.44
octave.csv,0.45,0.45,0.64,0.63,0.06,0.74,0.46,0.58,0.35
tango-cs.csv,0.24,0.49,0.42,0.68,0.31,0.78,0.44,0.59,0.52
xcf.csv,0.23,0.54,0.75,0.63,0.34,0.71,0.42,0.74,0.4
xfce.csv,0.21,0.56,0.56,0.66,0.15,0.8,0.34,0.61,0.43
zildo.csv,0.27,0.75,0.79,0.69,0.16,0.78,0.5,0.61,0.4
