,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.39,0.29,0.33,0.31,0.33,0.17,0.9,0.73,0.04,0.44,0.58,0.44,0.41,0.38,0.45
autowikibrowser.csv,0.46,0.51,0.67,0.58,0.56,0.32,0.74,0.34,0.54,0.28,0.49,0.66,0.31,0.52,0.47
biodwh.csv,0.17,0.01,0.24,0.08,0.33,0.06,0.46,0.01,0.21,0.16,0.26,0.32,0.07,0.2,0.27
cities3d.csv,0.2,0.3,0.57,0.28,0.0,0.1,0.0,0.2,0.0,0.04,0.02,0.75,0.07,0.54,0.0
dynalloy.csv,0.72,0.29,0.65,0.5,0.67,0.56,0.45,0.69,0.58,0.8,0.84,0.7,0.43,0.34,0.52
enzo.csv,0.86,0.75,0.88,0.96,1.0,0.91,0.89,0.55,1.0,0.24,0.86,0.86,0.93,0.92,0.84
genecys.csv,0.64,0.87,0.66,0.71,0.44,0.86,0.96,0.43,0.92,1.0,0.84,0.9,0.43,0.94,0.95
kmatplot.csv,0.23,0.37,0.68,0.57,0.22,0.03,0.08,0.06,0.0,0.0,0.05,0.94,0.35,0.52,0.12
modplug.csv,0.89,0.77,0.75,0.88,0.89,0.81,0.99,0.94,0.21,0.28,0.91,0.73,0.96,0.7,0.91
nabu-library.csv,0.61,0.53,0.27,0.1,0.11,0.56,0.38,0.28,0.25,0.88,0.21,0.04,0.44,0.21,0.34
natpad.csv,0.26,0.9,0.44,0.12,0.22,0.47,0.62,0.2,0.17,0.64,0.51,0.18,0.15,0.65,0.34
nebuladevice.csv,0.16,0.14,0.43,0.26,0.44,0.05,0.05,0.53,0.08,0.08,0.02,0.25,0.19,0.13,0.0
ossbuild.csv,0.69,0.52,0.4,0.6,0.78,0.64,0.22,0.73,0.08,0.12,0.56,0.11,0.72,0.21,0.19
xemeiah.csv,0.56,0.91,0.57,0.31,0.33,0.28,0.69,0.84,0.25,0.72,0.7,0.34,0.19,0.92,0.45
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
