,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.72,0.53,0.63,0.72,0.72,0.47,0.31,0.32,0.63,0.67,0.68,0.42,0.61,0.72,0.79
autowikibrowser.csv,0.75,0.51,0.63,0.62,0.56,0.56,0.3,0.63,0.67,0.81,0.58,0.66,0.72,0.78,0.67
biodwh.csv,0.5,0.25,0.43,0.54,0.51,0.51,0.22,0.11,0.48,0.52,0.23,0.44,0.37,0.89,0.65
cities3d.csv,0.45,0.37,0.58,0.7,0.02,0.25,0.04,0.11,0.29,0.19,0.0,0.56,0.5,0.67,0.0
dynalloy.csv,0.5,0.79,0.58,0.69,0.66,0.63,0.74,0.23,0.4,0.39,0.47,0.38,0.53,0.45,0.57
enzo.csv,0.44,0.53,0.39,0.17,0.0,0.31,0.29,0.8,0.0,0.82,0.39,0.45,0.27,0.3,0.45
genecys.csv,0.5,0.41,0.57,0.64,0.76,0.44,0.17,0.69,0.29,0.0,0.49,0.34,0.47,0.24,0.21
kmatplot.csv,0.79,0.38,0.59,0.75,0.22,0.05,0.07,0.07,0.11,0.0,0.12,0.24,0.36,0.56,0.52
modplug.csv,0.38,0.55,0.58,0.4,0.38,0.51,0.05,0.23,0.77,0.51,0.33,0.48,0.17,0.54,0.33
nabu-library.csv,0.62,0.46,0.28,0.0,0.07,0.66,0.52,0.84,0.62,0.36,0.34,0.0,0.3,0.0,0.5
natpad.csv,0.67,0.34,0.59,0.59,0.44,0.77,0.49,0.68,0.41,0.36,0.57,0.16,0.31,0.51,0.72
nebuladevice.csv,0.28,0.23,0.37,0.17,0.21,0.04,0.04,0.51,0.05,0.24,0.0,0.79,0.34,0.2,0.0
ossbuild.csv,0.57,0.63,0.53,0.64,0.53,0.58,0.76,0.34,0.41,0.2,0.74,0.09,0.63,0.37,0.39
xemeiah.csv,0.68,0.32,0.63,0.76,0.76,0.77,0.46,0.42,0.67,0.44,0.64,0.43,0.47,0.3,0.77
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0
