,f1,g,recall,precision,pf,wins
applet2app.csv,0.5,0.63,0.66,0.5,0.39,14
autowikibrowser.csv,0.54,0.63,0.72,0.41,0.51,12
biodwh.csv,0.43,0.48,0.44,0.61,0.2,11
cities3d.csv,0.3,0.29,0.25,0.38,0.1,3
dynalloy.csv,0.48,0.53,0.62,0.37,0.58,8
enzo.csv,0.51,0.39,0.87,0.36,0.88,5
genecys.csv,0.48,0.44,0.89,0.37,0.86,6
kmatplot.csv,0.25,0.24,0.32,0.38,0.22,2
modplug.csv,0.54,0.4,0.88,0.39,0.88,7
nabu-library.csv,0.3,0.36,0.46,0.33,0.28,4
natpad.csv,0.48,0.51,0.58,0.43,0.34,10
nebuladevice.csv,0.25,0.21,0.18,0.33,0.14,1
ossbuild.csv,0.43,0.53,0.69,0.42,0.52,9
xemeiah.csv,0.52,0.63,0.78,0.42,0.56,13
xined.csv,0.0,0.0,0.0,0.0,0.0,0
