,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.54,0.84,0.64,0.94,0.96,0.55,0.97,0.56,0.66,0.56,0.56,0.95
archive-crawler.csv,0.96,0.76,0.78,0.91,0.82,0.52,0.51,0.89,0.68,0.6,0.39,0.64
blue-c.csv,0.44,0.52,0.43,0.64,0.54,0.46,0.49,0.55,0.53,0.51,0.4,0.38
dynalloy.csv,0.45,0.64,0.45,0.67,0.66,0.72,0.64,0.53,0.61,0.47,0.39,0.59
jcae.csv,0.68,0.86,0.6,0.62,0.67,0.44,0.64,0.73,0.92,0.46,0.62,0.96
kmatplot.csv,0.48,0.48,0.37,0.43,0.8,0.43,0.5,0.43,0.48,0.4,0.41,0.39
mscore.csv,0.38,0.38,0.29,0.37,0.51,0.37,0.41,0.41,0.36,0.34,0.31,0.36
nosleepsoftware.csv,0.75,0.75,0.67,0.58,0.5,0.0,0.8,0.86,0.83,0.91,0.69,0.9
openmalaria.csv,0.42,0.38,0.29,0.33,0.38,0.34,0.35,0.39,0.36,0.38,0.29,0.32
popeye-chess.csv,0.52,0.57,0.41,0.38,0.44,0.36,0.4,0.52,0.54,0.5,0.36,0.42
riff-evolve.csv,0.48,0.67,0.3,0.69,0.45,0.64,0.56,0.68,0.54,0.53,0.42,0.35
virtuoso.csv,0.46,0.39,0.3,0.43,0.5,0.42,0.42,0.41,0.45,0.42,0.33,0.88
