,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.78,0.64,0.55,0.53,0.37,0.57,0.57,0.3,0.63,0.71,0.66,0.57,0.5,0.63,0.28,0.66,0.93,0.59,0.75,0.56
galaxium.csv,0.78,0.74,0.69,0.8,0.41,0.48,0.71,0.54,0.45,0.7,0.67,0.67,0.75,0.61,0.71,0.55,0.27,0.68,0.87,0.2
itext.csv,0.83,0.75,0.55,0.79,0.52,0.64,0.63,0.58,0.69,0.6,0.58,0.13,0.52,0.77,0.0,0.68,0.3,0.72,0.85,0.5
jahshakafx.csv,0.82,0.66,0.76,0.6,0.35,0.28,0.51,0.45,0.75,0.68,0.7,0.69,0.65,0.54,0.72,0.52,0.64,0.66,0.92,0.2
kolmafia.csv,0.83,0.73,0.27,0.35,0.52,0.54,0.65,0.45,0.53,0.0,0.68,0.62,0.63,0.75,0.85,0.47,0.51,0.71,0.85,0.35
mecat.csv,0.01,0.48,0.41,0.51,0.1,0.06,0.09,0.01,0.3,0.3,0.2,0.02,0.0,0.11,0.38,0.13,0.97,0.07,0.55,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.8,0.59,0.67,0.46,0.15,0.19,0.51,0.48,0.0,0.56,0.47,0.59,0.13,0.3,0.35,0.24,0.56,0.41,0.54,0.15
mptvseries.csv,0.67,0.72,0.61,0.59,0.39,0.23,0.56,0.2,0.65,0.5,0.67,0.55,0.63,0.25,0.7,0.31,0.67,0.2,0.77,0.29
novembre.csv,0.78,0.61,0.28,0.41,0.17,0.38,0.63,0.42,0.06,0.48,0.57,0.53,0.11,0.3,0.18,0.4,0.5,0.45,0.94,0.32
ns-3.csv,0.71,0.72,0.34,0.54,0.58,0.69,0.3,0.41,0.34,0.49,0.55,0.64,0.72,0.66,0.69,0.46,0.54,0.68,0.25,0.57
nullc.csv,0.56,0.0,0.0,0.0,0.7,0.5,0.71,0.46,0.73,0.65,0.73,0.23,0.59,0.15,0.0,0.6,0.62,0.56,0.92,0.41
pixel-commandos.csv,0.05,0.54,0.31,0.44,0.19,0.19,0.38,0.1,0.52,0.48,0.21,0.27,0.13,0.0,0.06,0.27,0.37,0.0,0.99,0.0
plee-the-bear.csv,0.8,0.47,0.79,0.2,0.5,0.58,0.56,0.5,0.44,0.54,0.55,0.62,0.67,0.59,0.67,0.59,0.34,0.53,0.73,0.59
quantlib.csv,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.45,0.0,0.47,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.63
reaper-ecad.csv,0.57,0.28,0.47,0.72,0.28,0.04,0.24,0.33,0.25,0.37,0.36,0.0,0.07,0.0,0.04,0.17,0.38,0.3,0.29,0.0
sbml.csv,0.77,0.74,0.68,0.71,0.47,0.58,0.4,0.54,0.41,0.77,0.51,0.6,0.67,0.63,0.73,0.65,0.52,0.67,0.59,0.64
smartgwt.csv,0.8,0.69,0.7,0.15,0.41,0.59,0.67,0.51,0.63,0.7,0.62,0.48,0.5,0.24,0.76,0.69,0.0,0.58,0.82,0.57
unladen-swallow.csv,0.21,0.48,0.56,0.1,0.17,0.39,0.52,0.26,0.35,0.25,0.26,0.56,0.47,0.56,0.13,0.34,0.0,0.54,0.53,0.29
vienna-add-in.csv,0.59,0.48,0.27,0.4,0.53,0.3,0.09,0.7,0.25,0.41,0.31,0.56,0.71,0.28,0.27,0.32,0.35,0.42,0.51,0.48
wow-qrsk.csv,0.15,0.48,0.73,0.8,0.19,0.17,0.0,0.42,0.71,0.11,0.82,0.59,0.53,0.52,0.25,0.24,0.66,0.69,0.0,0.0
