,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.97,0.61,0.75,0.64,0.7,0.63,0.65,0.65,0.8,0.91,0.57,0.37,0.44,0.56,0.98,0.79,0.78,0.52,0.8
apolloplayer.csv,0.53,0.82,0.88,0.43,0.86,0.56,0.63,0.63,0.68,0.78,0.59,0.4,0.45,0.61,0.76,0.79,0.94,0.55,0.47
auber.csv,0.7,0.54,0.65,0.95,0.6,0.51,0.98,0.47,0.54,0.52,0.52,0.68,0.73,0.84,0.58,0.72,0.73,0.9,0.7
cortex-vfx.csv,0.74,0.93,0.7,0.78,0.91,0.9,0.98,0.92,0.67,0.8,0.93,0.49,0.67,0.73,0.89,0.91,0.91,0.8,0.77
growl-for-windows.csv,0.54,0.48,0.43,0.49,0.5,0.51,0.66,0.49,0.45,0.53,0.54,0.39,0.46,0.49,0.35,0.39,0.54,0.56,0.54
ifmo-game-1.csv,0.0,0.0,0.0,0.0,0.97,0.86,0.94,0.75,0.89,0.94,0.95,0.0,0.5,0.67,0.55,0.8,0.96,0.89,0.75
ildjit.csv,0.0,0.0,0.0,0.93,1.0,0.67,0.91,0.0,0.0,0.67,0.83,0.92,0.8,0.88,0.86,0.75,0.87,0.67,0.75
jfreereport.csv,0.59,0.76,0.55,0.74,0.99,0.62,0.71,0.67,0.77,0.97,0.56,0.55,0.52,0.79,0.63,0.96,0.99,0.63,0.58
keyczar.csv,0.48,0.64,0.46,0.5,0.66,0.59,0.62,0.52,0.65,0.65,0.54,0.63,0.45,0.56,0.54,0.93,0.49,0.59,0.7
moast.csv,0.92,0.94,0.67,0.56,0.55,0.79,0.9,0.95,0.83,0.93,0.88,0.85,0.0,0.5,0.9,0.42,0.95,0.75,0.56
opde.csv,0.49,0.5,0.73,0.52,0.6,0.54,0.64,0.48,0.51,0.58,0.62,0.34,0.59,0.55,0.38,0.44,0.64,0.46,0.53
openfrag.csv,0.42,0.44,0.4,0.41,0.43,0.46,0.61,0.53,0.44,0.43,0.49,0.36,0.75,0.46,0.35,0.4,0.44,0.51,0.43
passwordsafe.csv,0.62,0.55,0.65,0.59,0.56,0.51,0.91,0.64,0.58,0.63,0.49,0.45,0.54,0.6,0.52,0.41,0.67,0.59,0.72
ppcboot.csv,0.53,0.65,0.56,0.53,0.49,0.6,0.75,0.59,0.53,0.52,0.68,0.42,0.89,0.6,0.51,0.42,0.68,0.6,0.5
quark.csv,0.62,0.62,0.73,0.0,0.99,0.93,0.0,0.89,0.51,0.49,0.8,0.85,0.0,0.56,0.97,0.83,0.59,0.75,0.0
super-tux.csv,0.4,0.44,0.37,0.4,0.42,0.43,0.57,0.43,0.44,0.76,0.38,0.5,0.44,0.42,0.3,0.38,0.42,0.33,0.42
synergyspace.csv,0.96,0.92,0.5,0.81,1.0,0.93,0.89,0.92,0.67,0.94,0.95,0.75,0.75,0.89,0.91,0.92,0.97,0.9,0.67
wikipediardware.csv,0.39,0.47,0.36,0.39,0.42,0.43,0.52,0.46,0.49,0.38,0.41,0.34,0.45,0.4,0.31,0.44,0.42,0.38,0.46
xtreemfs.csv,0.54,0.49,0.52,0.85,0.46,0.58,0.95,0.53,0.43,0.47,0.6,0.72,0.56,0.55,0.34,0.41,0.41,0.8,0.5
