,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.0,0.38,0.31,0.53,0.41,0.51,0.62,0.75,0.6,0.18,0.79,0.92,0.47,0.75,0.16,0.72,0.18,0.78,0.57
apolloplayer.csv,0.71,0.0,0.29,0.9,0.19,0.51,0.81,0.58,1.0,0.2,0.63,0.75,0.27,0.64,0.31,0.9,0.23,0.72,0.86
auber.csv,0.41,0.51,0.31,0.2,0.49,0.49,0.12,0.4,0.8,0.0,0.46,0.25,0.13,0.13,0.44,0.07,0.33,0.28,0.14
cortex-vfx.csv,0.47,0.13,0.38,0.41,0.14,0.12,0.12,0.11,0.8,0.38,0.09,0.58,0.07,0.44,0.08,0.24,0.01,0.11,0.71
growl-for-windows.csv,0.36,0.65,0.53,0.69,0.68,0.56,0.62,0.62,0.2,0.4,0.47,0.85,0.33,0.62,0.34,0.69,0.5,0.0,0.5
ifmo-game-1.csv,0.0,0.01,0.0,0.01,0.03,0.0,0.06,0.02,0.0,0.18,0.17,0.02,0.0,0.01,0.08,0.03,0.07,0.22,0.21
ildjit.csv,0.0,0.0,0.0,0.02,0.17,0.04,0.06,0.0,0.0,0.02,0.04,0.21,0.2,0.05,0.03,0.03,0.33,0.06,0.21
jfreereport.csv,0.63,0.49,0.62,0.43,0.0,0.58,0.61,0.64,0.8,0.22,0.78,0.65,0.8,0.48,0.51,0.48,0.21,0.61,0.86
keyczar.csv,0.51,0.32,0.42,0.45,0.28,0.34,0.61,0.51,0.0,0.55,0.41,0.33,0.07,0.44,0.34,0.03,0.59,0.33,0.29
moast.csv,0.04,0.16,0.04,0.37,0.42,0.25,0.12,0.04,0.0,0.07,0.17,0.19,0.0,0.02,0.05,0.03,0.05,0.06,0.21
opde.csv,0.62,0.41,0.02,0.63,0.43,0.73,0.78,0.77,0.8,0.51,0.57,1.0,0.2,0.56,0.49,0.93,0.41,0.83,0.93
openfrag.csv,0.73,0.77,0.78,0.93,0.9,0.58,0.79,0.02,0.2,0.51,0.41,0.67,0.0,0.67,0.57,0.66,0.87,0.56,0.57
passwordsafe.csv,0.45,0.39,0.27,0.49,0.45,0.47,0.26,0.28,0.6,0.2,0.57,0.42,0.33,0.03,0.38,0.69,0.29,0.33,0.14
ppcboot.csv,0.6,0.59,0.44,0.68,0.66,0.56,0.04,0.36,0.6,0.4,0.36,0.67,0.13,0.4,0.41,0.34,0.25,0.39,0.36
quark.csv,0.25,0.15,0.2,0.0,0.14,0.17,0.0,0.11,0.2,0.25,0.05,0.0,0.0,0.18,0.03,0.41,0.22,0.06,0.0
super-tux.csv,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.98,0.0,0.62,0.52,0.35,0.93,0.97,0.98,1.0,1.0,1.0,1.0
synergyspace.csv,0.11,0.1,0.02,0.28,0.16,0.17,0.22,0.11,0.0,0.11,0.0,0.08,0.0,0.04,0.07,0.14,0.08,0.39,0.21
wikipediardware.csv,0.89,0.82,0.82,0.71,0.94,0.71,0.74,0.83,0.6,0.56,0.77,0.92,0.67,0.59,0.84,0.76,0.62,0.83,0.07
xtreemfs.csv,0.31,0.3,0.42,0.19,0.54,0.39,0.04,0.21,0.2,0.36,0.27,0.25,0.33,0.2,0.07,0.41,0.57,0.11,0.29
