,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,1.0,1.0,1.0,0.0,1.0,1.0,1.0
fluent-nhibernate.csv,1.0,0.97,0.62,1.0,0.76,0.88,0.06
geogebra.csv,0.85,0.9,0.48,0.89,0.85,0.06,0.68
hibernate.csv,0.96,0.71,0.85,0.54,0.05,0.6,0.43
jasperreports.csv,1.0,0.99,0.0,1.0,0.97,0.99,1.0
kvs.csv,0.0,0.87,0.37,1.0,0.73,0.64,0.42
phet.csv,0.9,0.09,1.11,1.2,0.8,0.88,0.81
