,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.36,0.3,0.0,0.21,0.32
google-gears.csv,0.5,0.66,0.94,0.89,0.0
httpcontentparser.csv,0.12,0.0,0.33,0.34,0.27
qse.csv,0.28,0.3,0.14,0.0,0.05
xmemcached.csv,0.0,0.38,0.45,0.94,0.65
