,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.54,0.31,0.97,0.82,0.62
google-gears.csv,0.47,0.19,0.45,0.62,1.0
httpcontentparser.csv,0.0,0.89,0.16,0.3,0.28
qse.csv,0.54,0.31,0.51,0.96,0.43
xmemcached.csv,0.9,0.21,0.22,0.61,0.62
