,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.72,0.66,0.96,0.87,0.53
google-gears.csv,0.68,0.58,0.24,0.38,0.99
httpcontentparser.csv,0.0,0.83,0.19,0.3,0.21
qse.csv,0.66,0.66,0.52,0.93,0.33
xmemcached.csv,0.86,0.52,0.29,0.24,0.49
