,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.57,0.55,0.21,0.67,0.59,0.44,0.51,0.98,0.55
jicarilla.csv,0.0,0.0,0.95,0.0,0.0,0.0,0.1,0.27,0.13
optalgtoolkit.csv,0.61,0.5,0.04,0.56,0.54,0.96,0.54,0.48,0.49
oscarmcmaster.csv,0.39,0.35,0.04,0.0,0.46,0.06,0.06,0.13,0.91
ossim.csv,0.0,0.0,0.0,0.9,0.0,0.0,0.04,0.0,0.02
projectts.csv,0.66,0.21,0.61,0.7,0.47,0.39,0.98,0.44,0.56
sabbu.csv,0.98,0.44,0.07,0.47,0.53,0.25,0.31,0.21,0.54
vxl.csv,0.35,0.93,0.65,0.14,0.0,0.06,0.37,0.0,0.38
zact.csv,0.09,0.0,0.04,0.0,0.88,0.41,0.0,0.17,0.43
