,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.34,0.64,0.18,0.52,0.19,0.78,0.5,0.32,0.12,0.38,0.43,0.17,0.5,0.37,0.45,0.59,0.44,0.45,0.45,0.91
clamav.csv,0.28,0.44,0.27,0.62,0.36,0.69,0.56,0.64,0.23,0.36,0.29,0.42,0.31,0.55,0.27,0.45,0.19,0.38,0.45,0.81
customsagetv.csv,0.03,0.01,0.0,0.0,0.25,0.25,0.19,0.21,0.16,0.12,0.29,0.0,0.06,0.18,0.15,0.11,0.03,0.02,0.15,0.52
gss.csv,0.97,0.53,0.27,0.63,0.68,0.61,0.62,0.71,0.43,0.62,0.86,0.33,0.69,0.76,0.67,0.84,0.69,0.9,0.25,0.8
guineu.csv,0.28,0.65,0.0,0.38,0.73,0.67,0.09,0.86,0.27,0.44,0.29,0.5,0.09,0.37,0.67,0.16,0.19,0.23,0.5,0.51
inkscape.csv,0.62,0.71,1.0,1.0,0.12,0.14,0.34,0.75,0.91,0.59,0.43,1.0,0.94,0.42,0.94,0.86,0.0,0.83,0.95,0.71
mpqc.csv,0.36,0.42,0.55,0.19,0.53,0.27,0.44,0.64,0.7,0.51,0.43,0.42,0.66,0.65,0.36,0.52,0.33,0.47,0.7,0.3
nsis.csv,0.78,0.81,0.45,0.38,0.82,0.48,0.88,0.75,0.7,0.72,0.0,0.5,0.81,0.73,0.79,0.39,0.44,0.88,0.65,0.71
octave.csv,0.43,0.58,0.0,0.56,0.24,0.29,0.16,0.57,0.3,0.43,0.57,0.42,0.25,0.21,0.27,0.61,0.17,0.22,0.3,0.39
owfs.csv,0.9,0.74,0.18,0.33,0.69,0.62,0.81,0.79,0.39,0.91,0.71,0.5,0.84,0.47,0.76,0.93,0.64,0.88,0.2,0.91
owlib.csv,0.62,0.35,0.0,0.52,0.36,0.55,0.5,0.46,0.3,0.41,0.43,0.33,0.28,0.34,0.27,0.57,0.28,0.4,0.2,0.64
pamguard.csv,0.31,0.22,0.09,0.27,0.33,0.33,0.31,0.5,0.25,0.2,0.29,0.0,0.47,0.18,0.45,0.59,0.36,0.28,0.25,0.72
papertoolkit.csv,0.47,0.16,0.0,0.13,0.16,0.44,0.25,0.25,0.62,0.27,0.29,0.42,0.09,0.1,0.18,0.48,0.06,0.18,0.2,0.41
prelude.csv,0.95,0.99,0.09,0.85,0.91,0.86,0.81,0.93,0.71,0.84,1.0,0.5,0.75,0.95,0.94,0.8,0.92,0.68,0.8,0.96
pustefix.csv,0.21,0.84,0.0,0.52,0.3,0.71,0.47,0.14,0.45,0.35,0.29,0.33,0.03,0.18,0.36,0.05,0.58,0.2,0.05,0.57
robocode.csv,0.59,0.39,0.0,0.19,0.43,0.75,0.47,0.32,0.62,0.32,0.43,0.08,0.22,0.37,0.48,0.55,0.28,0.52,0.4,0.8
scenemonitor.csv,0.29,0.06,0.0,0.35,0.03,0.18,0.12,0.46,0.05,0.25,0.29,0.0,0.19,0.32,0.18,0.57,0.22,0.3,0.05,0.38
tango-cs.csv,0.79,0.46,0.09,0.13,0.32,0.71,0.47,0.79,0.73,0.5,1.0,0.92,1.0,0.26,0.27,0.8,0.28,0.93,0.5,0.35
uwom-server.csv,0.14,0.27,0.0,0.12,0.35,0.34,0.19,0.43,0.45,0.36,0.29,0.17,0.38,0.06,0.36,0.16,0.17,0.37,0.7,0.58
zengine.csv,1.0,0.99,0.45,0.87,0.96,0.87,0.97,1.0,0.91,0.9,0.86,0.08,0.84,0.97,1.0,0.8,0.81,0.97,0.9,0.99
