,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,2.0,0.0,0.0,22.0,7.0,1.0,3.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,0.0,1.0,4.0,9.0,0.0,0.0
clamav.csv,1.0,0.0,0.0,18.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
customsagetv.csv,1.0,0.0,52.0,0.0,5.0,1.0,0.0,2.0,68.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0
gss.csv,5.0,22.0,0.0,3.0,8.0,1.0,0.0,0.0,8.0,17.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,22.0,0.0,0.0
guineu.csv,1.0,0.0,0.0,0.0,12.0,12.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,62.0,0.0,0.0
inkscape.csv,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,55.0,21.0,0.0,0.0
mpqc.csv,0.0,9.0,0.0,62.0,7.0,1.0,4.0,1.0,23.0,14.0,1.0,0.0,0.0,4.0,1.0,0.0,9.0,21.0,0.0,0.0
nsis.csv,0.0,9.0,2.0,12.0,6.0,1.0,4.0,1.0,16.0,13.0,0.0,0.0,0.0,4.0,1.0,0.0,15.0,21.0,0.0,5.0
octave.csv,8.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,5.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,62.0,1.0,0.0
owfs.csv,4.0,23.0,0.0,4.0,9.0,1.0,1.0,0.0,7.0,9.0,0.0,1.0,0.0,15.0,0.0,0.0,5.0,18.0,1.0,0.0
owlib.csv,4.0,0.0,0.0,0.0,8.0,0.0,4.0,3.0,8.0,0.0,1.0,0.0,6.0,3.0,2.0,1.0,0.0,20.0,1.0,7.0
pamguard.csv,2.0,18.0,0.0,6.0,2.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,10.0,2.0,1.0,7.0,1.0,62.0,0.0,0.0
papertoolkit.csv,0.0,3.0,0.0,5.0,7.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0
prelude.csv,0.0,0.0,1.0,0.0,15.0,0.0,0.0,1.0,3.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,11.0,8.0,0.0,0.0
pustefix.csv,3.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,23.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,0.0
robocode.csv,0.0,0.0,52.0,6.0,3.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,6.0,0.0,0.0
scenemonitor.csv,0.0,4.0,0.0,13.0,0.0,0.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0
tango-cs.csv,0.0,19.0,0.0,1.0,15.0,2.0,0.0,1.0,3.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,21.0,1.0,0.0
uwom-server.csv,2.0,22.0,52.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,20.0,3.0,0.0
zengine.csv,0.0,8.0,2.0,13.0,11.0,0.0,4.0,1.0,22.0,22.0,1.0,0.0,0.0,4.0,1.0,0.0,13.0,19.0,0.0,0.0
