,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.49,0.12,0.71,0.37,0.26,0.52,0.35,0.32,0.23,0.6,0.25,0.35,0.75,0.35,0.26,0.17,0.65,0.17,0.62,0.59
etherboot.csv,0.0,0.07,0.46,0.21,0.0,0.64,0.0,0.31,0.32,0.0,0.3,0.0,0.71,0.28,0.11,0.48,0.0,0.27,0.0,0.0
gebr.csv,0.41,0.07,0.44,0.17,0.26,0.68,0.35,0.34,0.28,0.56,0.26,0.25,0.92,0.28,0.11,0.58,0.66,0.08,0.58,0.66
gpac.csv,0.17,0.07,0.38,0.18,0.24,0.66,0.26,0.36,0.26,0.7,0.27,0.28,0.72,0.27,0.13,0.56,0.68,0.02,0.58,0.62
gstreamer.csv,0.47,0.09,0.44,0.18,0.32,0.71,0.35,0.38,0.26,0.55,0.26,0.29,0.87,0.24,0.13,0.66,0.75,0.1,0.77,0.66
kml.csv,0.44,0.09,0.4,0.15,0.29,0.76,0.3,0.36,0.27,0.55,0.26,0.28,0.98,0.27,0.13,0.77,0.73,0.09,0.58,0.67
ktc.csv,0.7,0.11,0.55,0.22,0.36,0.78,0.57,0.54,0.3,0.56,0.33,0.4,0.98,0.52,0.18,0.87,0.81,0.12,0.81,0.76
mbse.csv,0.5,0.11,0.65,0.27,0.26,0.61,0.37,0.44,0.23,0.61,0.0,0.42,0.83,0.26,0.14,0.4,0.75,0.1,0.74,0.72
miranda.csv,0.53,0.0,0.52,1.0,0.0,0.91,0.41,0.47,0.33,0.5,0.33,0.46,0.0,0.52,0.14,1.0,1.0,0.04,0.58,0.77
neoengine.csv,0.56,0.07,0.61,0.23,0.29,0.78,0.46,0.46,0.3,0.56,0.3,0.25,0.92,0.56,0.16,0.55,0.72,0.07,0.61,0.68
nicepress.csv,0.51,0.09,0.39,0.22,0.4,0.7,0.43,0.66,0.26,0.52,0.3,0.25,0.74,0.28,0.18,0.47,0.69,0.05,0.64,0.68
omseek.csv,0.71,0.0,0.82,0.25,0.33,0.0,0.83,0.5,0.36,1.0,0.17,0.6,1.0,0.5,0.28,1.0,0.83,0.3,0.7,0.84
pcsx2.csv,0.5,0.12,0.67,0.28,0.29,0.69,0.52,0.41,0.34,0.59,0.29,0.25,0.8,0.7,0.2,0.82,0.79,0.0,0.73,0.69
plplot.csv,0.46,0.05,0.62,0.16,0.3,0.75,0.31,0.41,0.41,0.55,0.27,0.25,0.94,0.58,0.15,0.49,0.66,0.06,0.57,0.71
rosegarden.csv,0.57,0.11,0.43,0.19,0.31,0.85,0.56,0.5,0.34,0.63,0.33,0.3,0.93,0.43,0.16,0.62,0.75,0.09,0.72,0.72
smarttag.csv,0.56,0.1,0.38,0.25,0.25,0.67,0.53,0.59,0.28,0.58,0.5,0.53,0.96,0.45,0.18,0.76,0.78,0.04,0.84,0.8
vapor.csv,0.0,0.07,0.57,0.14,0.38,0.64,0.0,0.34,0.27,0.0,0.26,0.5,0.72,0.31,0.15,0.48,0.0,0.03,0.0,0.0
wxjs.csv,0.2,0.0,0.33,0.0,0.0,0.8,0.25,0.5,0.17,0.33,0.0,0.0,0.0,0.5,0.0,0.67,0.33,0.32,0.2,0.0
zorannt.csv,0.47,0.12,0.62,0.32,0.27,0.73,0.3,0.53,0.0,0.61,0.28,0.27,0.8,0.62,0.16,0.69,0.67,0.16,0.62,0.69
zscreen.csv,0.58,0.12,0.6,0.26,0.4,0.88,0.47,0.41,0.31,0.64,0.24,0.43,0.98,0.38,0.19,1.0,0.84,0.02,0.89,0.7
