,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.16,0.65,0.0,0.0,0.24,0.07,0.22,0.14
bibedt.csv,0.58,0.58,0.02,0.46,0.24,0.47,0.14,0.61
customwars.csv,0.46,0.64,0.01,0.35,0.27,0.4,0.18,0.67
impala.csv,0.09,0.41,0.01,0.32,0.26,0.12,0.31,0.24
massiv.csv,0.0,0.0,0.35,0.0,0.24,0.0,0.06,0.21
playerstage.csv,0.7,0.54,0.03,0.36,0.29,0.38,0.17,0.49
quarkplusplus.csv,0.44,0.38,0.01,0.34,0.27,0.55,0.17,0.63
xinity.csv,0.33,0.6,0.01,0.23,0.22,0.48,0.21,0.75
