,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.12,0.61,0.0,0.0,0.24,0.04,0.52,0.07
bibedt.csv,0.45,0.57,0.75,0.6,0.71,0.46,0.24,0.59
customwars.csv,0.5,0.69,0.25,0.6,0.41,0.29,0.36,0.76
impala.csv,0.05,0.33,0.25,0.6,0.18,0.08,0.52,0.15
massiv.csv,0.0,0.0,1.0,0.0,0.18,0.0,0.04,0.12
playerstage.csv,0.74,0.48,0.5,0.4,0.76,0.33,0.44,0.41
quarkplusplus.csv,0.5,0.3,0.25,0.6,0.59,0.54,0.52,0.63
xinity.csv,0.34,0.7,0.5,0.4,0.24,0.67,0.6,0.78
