,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.26,0.69,0.0,0.0,0.25,0.25,0.14,1.0
bibedt.csv,0.81,0.6,0.01,0.38,0.14,0.48,0.1,0.63
customwars.csv,0.42,0.6,0.0,0.25,0.2,0.64,0.12,0.6
impala.csv,0.27,0.55,0.01,0.21,0.5,0.2,0.22,0.67
massiv.csv,0.0,0.0,0.21,0.0,0.38,0.0,0.1,0.71
playerstage.csv,0.66,0.6,0.01,0.33,0.18,0.44,0.11,0.59
quarkplusplus.csv,0.39,0.52,0.01,0.24,0.17,0.57,0.1,0.62
xinity.csv,0.31,0.53,0.01,0.16,0.21,0.37,0.13,0.73
