,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.09,0.66,0.0,0.13,0.19,0.01,0.26,0.18,0.17,0.07,0.35
cubefs.csv,0.87,0.82,0.51,0.49,1.0,0.56,0.78,0.03,0.83,0.6,0.79
iaml.csv,0.43,0.43,0.47,0.23,0.41,0.44,0.01,0.41,0.31,0.27,0.31
ivataopenportal.csv,0.31,0.64,0.0,0.57,0.13,0.01,0.47,0.65,0.12,0.27,0.44
mb-unit.csv,0.82,0.43,0.91,0.08,0.51,0.76,0.7,0.38,0.73,0.6,0.87
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
nova.csv,0.52,0.0,0.27,0.31,0.25,0.4,0.3,0.5,0.51,0.8,0.37
olex2.csv,0.35,0.07,0.23,0.48,0.13,0.24,0.37,0.35,0.34,0.4,0.0
openwbem.csv,0.01,0.36,0.64,0.81,0.62,0.55,0.67,0.82,0.73,0.67,0.42
xcmetadataservicestoolkit.csv,0.59,0.77,0.78,0.3,0.83,0.72,0.5,0.15,0.64,0.0,0.59
