,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.15,0.69,1.0,0.15,0.0,0.02,0.44,0.38,0.0,0.12,0.3
cubefs.csv,0.88,1.0,0.81,0.62,1.0,0.61,0.77,1.0,1.0,0.8,0.97
iaml.csv,0.55,0.62,0.76,0.32,1.0,0.41,0.97,0.38,0.0,0.45,0.45
ivataopenportal.csv,0.29,0.69,0.0,0.56,0.0,0.98,0.41,0.51,0.0,0.35,0.2
mb-unit.csv,0.81,0.54,1.0,1.0,0.33,0.79,0.78,0.43,1.0,0.65,0.85
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nova.csv,0.69,0.92,0.52,0.42,0.0,0.4,0.43,0.52,0.0,0.5,0.5
olex2.csv,0.5,0.38,0.48,0.55,0.0,0.23,0.26,0.35,0.0,0.35,0.9
openwbem.csv,0.95,0.46,0.71,0.79,0.67,0.58,0.62,0.77,1.0,0.6,0.55
xcmetadataservicestoolkit.csv,0.72,0.85,0.62,0.49,1.0,0.65,0.52,0.34,0.0,1.0,0.62
