,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.47,0.24,1.0,0.87,0.0,0.67,0.69,0.83,0.0,0.83,0.42
cubefs.csv,0.36,0.27,0.25,0.88,0.09,0.54,0.57,0.99,0.02,0.78,0.51
iaml.csv,0.42,0.3,0.25,0.89,0.19,0.49,0.99,0.67,0.0,0.82,0.55
ivataopenportal.csv,0.34,0.24,0.0,0.85,0.0,0.99,0.54,0.64,0.0,0.78,0.28
mb-unit.csv,0.35,0.27,0.19,0.99,0.06,0.52,0.6,0.72,0.02,0.74,0.45
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nova.csv,0.43,1.0,0.29,0.89,0.0,0.51,0.65,0.7,0.0,0.62,0.54
olex2.csv,0.44,0.62,0.3,0.87,0.0,0.5,0.49,0.69,0.0,0.7,1.0
openwbem.csv,0.98,0.27,0.19,0.85,0.09,0.52,0.55,0.68,0.02,0.71,0.52
xcmetadataservicestoolkit.csv,0.4,0.24,0.14,0.91,0.1,0.49,0.58,0.84,0.0,1.0,0.47
