,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.31,0.06,0.29,0.09,0.39,0.17,0.21,0.09,0.44,0.3,0.14,0.13,0.15,0.57,0.29,0.0,0.36,0.03
beast-mcmc.csv,0.26,0.45,0.82,0.52,0.61,0.63,0.53,0.63,0.63,0.44,0.79,0.79,0.93,0.83,0.58,0.58,0.79,0.17
cuberok.csv,0.34,0.61,0.39,0.49,0.29,0.63,0.48,0.23,0.45,0.29,0.45,0.79,0.65,0.39,0.58,0.46,0.57,0.25
exist.csv,0.84,1.0,0.89,0.96,0.63,0.97,1.0,0.89,0.99,1.0,0.95,0.89,0.25,0.92,0.88,0.96,0.79,1.0
ingex.csv,0.66,0.22,0.29,0.28,0.26,0.54,0.58,0.49,0.66,0.89,0.24,0.37,0.34,0.63,0.33,0.38,0.5,0.31
javaprofiler.csv,0.51,0.66,0.68,0.98,0.61,0.71,0.72,0.6,0.66,0.33,0.76,0.97,0.99,0.64,0.67,0.72,0.64,0.22
jbasic.csv,0.7,0.45,0.68,0.41,0.74,0.63,0.71,0.49,0.63,0.39,0.88,0.53,0.92,0.84,0.21,0.66,1.0,0.39
jgnash.csv,0.49,0.46,0.37,0.46,0.66,0.37,0.57,0.63,0.22,0.15,0.26,0.53,0.28,0.3,0.71,0.62,0.21,0.14
jrefactory.csv,0.77,0.66,0.39,0.8,0.63,0.26,0.44,0.69,0.53,0.42,0.64,0.68,0.01,0.37,0.67,0.66,0.21,0.78
jsecurity.csv,0.13,0.18,0.5,0.24,0.11,0.54,0.28,0.43,0.66,0.08,0.29,0.18,0.28,0.45,0.12,0.2,0.21,0.33
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.95,0.26,1.0,0.86,0.99,1.0,0.74,0.87,0.58,0.99,1.0,0.88,1.0,1.0
mobicents.csv,0.49,0.54,0.58,0.21,0.13,0.83,0.33,0.69,0.4,0.73,0.43,0.71,0.76,0.65,0.5,0.9,0.64,0.47
mp-rechnungs-und-kundenverwaltung.csv,0.8,0.27,0.68,0.65,0.21,0.06,0.31,0.26,0.21,0.82,0.29,0.05,0.06,0.29,0.0,0.34,0.21,0.47
openefm.csv,0.74,0.33,0.82,0.66,0.13,0.4,0.81,0.51,0.55,0.06,0.28,0.18,0.68,0.67,0.33,0.38,0.14,0.47
power-architect.csv,0.8,0.76,0.92,0.67,0.76,0.94,0.86,1.0,0.87,0.55,0.78,0.97,0.94,0.9,1.0,0.82,0.21,0.94
sidekar.csv,0.0,0.19,0.0,0.0,0.21,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61
wheat.csv,0.49,0.49,0.47,0.37,0.26,0.71,0.58,0.34,0.55,0.61,0.55,0.24,0.88,0.67,0.29,0.6,0.5,0.56
yarp0.csv,0.78,0.52,0.39,0.57,0.39,0.71,0.3,0.66,0.06,0.89,0.24,0.26,0.39,0.79,0.62,0.58,0.79,0.75
