,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.58,0.33,0.0,0.56,0.09,0.92,0.47,0.16,0.37,0.4,0.71,0.5,0.89,0.48,0.68,0.68,0.33,0.42,0.5
elvishrayrenderer.csv,0.72,0.67,1.0,0.76,0.82,0.77,0.87,0.66,0.72,0.67,0.93,0.72,0.75,0.37,0.87,0.76,0.72,0.68,0.97
graphmak.csv,0.14,0.08,0.14,0.96,0.18,0.31,0.08,0.32,0.39,0.33,0.27,0.11,0.25,0.14,0.26,0.26,0.14,0.25,0.18
jmol.csv,0.43,0.76,1.0,0.36,0.36,0.54,0.82,0.5,0.56,0.2,1.0,0.3,0.46,0.11,0.31,0.21,0.51,0.42,0.5
mesa3d.csv,0.16,0.34,0.43,0.08,0.45,0.15,0.32,0.18,0.3,0.2,0.47,0.28,0.39,0.2,0.2,0.22,0.84,0.35,0.35
minig.csv,0.61,0.85,0.93,0.6,0.59,0.69,0.76,0.66,0.59,0.27,0.77,0.89,0.61,0.4,0.75,0.74,0.75,0.72,0.82
moving-pictures.csv,0.68,0.74,0.57,0.72,0.77,0.69,0.42,0.8,0.48,0.6,0.42,0.5,0.93,0.54,0.5,0.81,0.45,0.55,0.71
ngl.csv,0.65,0.61,0.45,0.72,0.59,0.69,0.37,0.7,0.5,0.8,0.68,0.61,0.64,0.65,0.59,0.99,0.61,0.68,0.68
nunit.csv,0.04,0.06,0.12,0.4,0.14,0.46,0.03,0.43,0.2,0.13,0.22,0.39,0.29,0.0,0.35,0.03,0.32,0.9,0.06
octave.csv,0.57,0.23,0.67,0.92,0.91,0.85,0.34,0.73,0.2,0.67,0.82,0.78,0.57,0.29,0.41,0.46,0.36,0.95,0.47
opengs.csv,0.26,0.61,0.0,0.48,0.05,0.54,0.26,0.68,0.98,0.73,0.44,0.41,0.46,0.18,0.47,0.3,0.39,0.65,0.21
owlib.csv,0.98,0.69,0.57,0.56,0.73,0.77,0.39,0.73,0.78,0.6,0.64,0.67,0.75,0.48,0.61,0.65,0.68,0.82,0.65
prelude.csv,0.71,0.9,0.98,0.48,0.95,0.77,0.76,0.55,0.81,0.47,0.7,0.85,0.68,0.51,0.4,0.58,0.54,0.78,0.56
tokratan.csv,0.34,0.56,0.17,0.24,0.18,0.38,0.08,0.55,0.07,0.87,0.17,0.13,0.07,0.09,0.19,0.21,0.52,0.15,0.44
xfce.csv,0.83,0.52,0.55,0.92,0.36,0.92,0.66,0.86,0.87,0.93,0.71,0.85,0.79,0.71,0.95,0.79,0.57,0.72,0.53
xharbour.csv,0.8,1.0,0.4,0.84,0.36,0.69,0.66,0.95,0.87,0.93,0.59,0.83,0.86,0.77,0.76,0.82,0.7,0.88,0.82
zabbix.csv,0.76,0.93,0.9,0.92,0.91,0.92,0.97,0.98,0.85,0.93,0.84,0.89,0.86,0.98,0.87,0.95,0.88,0.92,0.97
zengine.csv,0.94,0.9,1.0,0.96,0.82,0.62,1.0,0.98,0.94,0.87,0.95,0.91,0.93,0.82,0.87,0.85,0.81,0.85,0.91
zildo.csv,0.4,0.48,0.21,0.6,0.05,0.62,0.16,0.95,0.2,0.33,0.4,0.43,0.21,0.35,0.37,0.36,0.3,0.38,0.44
