,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.62,0.63,0.0,0.37,0.16,0.0,0.42,0.09,0.31,0.17,0.78,0.38,0.97,0.58,0.66,0.67,0.4,0.27,0.56
elvishrayrenderer.csv,0.65,0.58,1.0,0.61,0.74,0.55,0.83,0.52,0.75,0.44,0.87,0.39,0.94,0.09,0.92,0.69,0.68,0.39,0.06
graphmak.csv,0.06,0.0,0.09,0.0,0.1,0.07,0.0,0.09,0.12,0.1,0.17,0.04,0.32,0.18,0.13,0.14,0.12,0.1,0.11
jmol.csv,0.27,0.37,1.0,0.39,0.26,0.25,0.42,0.34,0.48,0.12,0.0,0.09,0.55,0.03,0.18,0.38,0.26,0.17,0.22
mesa3d.csv,0.12,0.58,0.64,0.15,0.3,0.61,0.75,0.18,0.26,0.34,0.35,0.19,0.35,0.06,0.36,0.31,0.03,0.34,0.22
minig.csv,0.51,0.95,1.0,0.46,0.35,0.66,1.0,0.48,0.44,0.22,0.7,0.0,0.48,0.14,0.74,0.7,0.77,0.53,0.56
moving-pictures.csv,0.61,0.58,0.73,0.65,0.63,0.68,0.75,0.59,0.52,0.61,0.26,0.33,0.03,0.24,0.64,0.79,0.53,0.41,0.56
ngl.csv,0.44,0.32,0.09,0.46,0.72,0.55,0.75,0.36,0.47,0.48,0.65,0.43,0.48,0.81,0.29,0.01,0.46,0.53,0.5
nunit.csv,0.01,0.0,0.0,0.5,0.12,0.39,0.0,0.32,0.12,0.48,0.13,0.32,0.32,0.0,0.12,0.05,0.17,0.0,0.22
octave.csv,0.42,0.21,0.18,0.8,0.0,0.71,0.0,0.75,0.32,0.59,0.74,0.44,0.52,0.48,0.25,0.35,0.35,0.8,0.5
opengs.csv,0.15,0.32,0.0,0.41,0.04,0.12,0.33,0.39,0.0,0.25,0.3,0.43,0.42,0.13,0.23,0.22,0.31,0.38,0.28
owlib.csv,0.0,0.37,0.64,0.52,0.76,0.75,0.5,0.59,0.66,0.57,0.43,0.35,0.42,0.25,0.44,0.47,0.53,0.73,0.56
prelude.csv,0.82,1.0,0.0,0.67,0.93,0.52,0.67,0.75,0.75,0.56,0.7,0.76,0.61,0.37,0.45,0.72,0.56,0.63,0.56
tokratan.csv,0.1,0.26,0.09,0.09,0.13,0.11,0.08,0.16,0.14,0.0,0.39,0.15,0.16,0.0,0.17,0.17,0.3,0.16,0.22
xfce.csv,0.77,0.79,0.64,0.74,0.39,0.41,0.33,0.86,0.82,0.57,0.78,0.71,0.9,0.76,0.04,0.84,0.57,0.7,0.5
xharbour.csv,0.7,0.05,0.09,0.87,0.35,0.34,0.33,0.98,0.52,0.73,0.57,0.81,0.68,0.89,0.52,0.71,0.59,0.84,0.94
zabbix.csv,0.54,0.95,0.91,0.91,0.78,0.71,1.0,0.93,0.77,0.81,0.74,0.73,0.68,0.02,0.77,0.95,0.91,0.87,0.94
zengine.csv,0.96,0.68,1.0,0.87,0.53,0.45,0.0,0.86,0.78,0.57,0.87,0.85,0.84,0.77,0.57,0.74,0.65,0.83,0.83
zildo.csv,0.32,0.16,0.0,0.28,0.13,0.18,0.08,0.02,0.22,0.13,0.26,0.15,0.23,0.02,0.13,0.22,0.19,0.18,0.17
