,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.52,0.34,0.0,0.57,0.11,0.93,0.49,0.19,0.41,0.45,0.49,0.52,0.13,0.47,0.57,0.56,0.36,0.46,0.49
elvishrayrenderer.csv,0.59,0.6,0.0,0.64,0.57,0.67,0.48,0.61,0.52,0.64,0.42,0.69,0.23,0.42,0.29,0.59,0.58,0.66,0.96
graphmak.csv,0.17,0.1,0.17,0.97,0.21,0.36,0.1,0.37,0.44,0.38,0.31,0.13,0.29,0.17,0.3,0.3,0.17,0.29,0.21
jmol.csv,0.47,0.73,0.0,0.39,0.4,0.57,0.76,0.53,0.55,0.24,1.0,0.35,0.46,0.13,0.35,0.24,0.54,0.47,0.54
mesa3d.csv,0.19,0.35,0.41,0.1,0.48,0.17,0.3,0.21,0.34,0.23,0.5,0.32,0.42,0.24,0.23,0.25,0.86,0.39,0.39
minig.csv,0.58,0.2,0.0,0.59,0.6,0.57,0.0,0.63,0.58,0.31,0.59,0.91,0.59,0.45,0.54,0.57,0.52,0.65,0.7
moving-pictures.csv,0.59,0.64,0.47,0.59,0.63,0.56,0.37,0.67,0.48,0.54,0.46,0.53,0.94,0.57,0.46,0.52,0.45,0.56,0.63
ngl.csv,0.63,0.62,0.5,0.68,0.48,0.62,0.34,0.69,0.51,0.72,0.57,0.6,0.61,0.44,0.61,0.99,0.59,0.62,0.63
nunit.csv,0.05,0.07,0.15,0.42,0.17,0.48,0.04,0.46,0.24,0.15,0.26,0.43,0.33,0.0,0.4,0.04,0.36,0.92,0.07
octave.csv,0.57,0.27,0.7,0.53,0.93,0.61,0.39,0.53,0.23,0.59,0.57,0.72,0.55,0.32,0.45,0.49,0.4,0.54,0.48
opengs.csv,0.3,0.62,0.0,0.5,0.06,0.59,0.3,0.66,0.98,0.73,0.48,0.43,0.48,0.21,0.51,0.34,0.43,0.64,0.24
owlib.csv,0.98,0.68,0.51,0.54,0.52,0.54,0.41,0.63,0.62,0.56,0.62,0.67,0.71,0.52,0.6,0.62,0.62,0.58,0.59
prelude.csv,0.45,0.0,0.98,0.44,0.27,0.69,0.6,0.44,0.56,0.46,0.55,0.56,0.59,0.53,0.42,0.48,0.52,0.64,0.53
tokratan.csv,0.39,0.59,0.2,0.28,0.21,0.43,0.1,0.59,0.09,0.89,0.2,0.16,0.09,0.11,0.22,0.25,0.55,0.18,0.48
xfce.csv,0.55,0.4,0.5,0.61,0.39,0.83,0.66,0.42,0.49,0.75,0.49,0.61,0.33,0.51,0.95,0.44,0.54,0.56,0.52
xharbour.csv,0.6,0.99,0.45,0.4,0.4,0.68,0.66,0.09,0.75,0.62,0.55,0.5,0.64,0.35,0.68,0.6,0.61,0.46,0.23
zabbix.csv,0.67,0.21,0.32,0.32,0.56,0.64,0.0,0.27,0.55,0.52,0.58,0.61,0.64,0.98,0.56,0.21,0.32,0.42,0.24
zengine.csv,0.17,0.66,0.0,0.42,0.71,0.6,1.0,0.45,0.57,0.72,0.42,0.45,0.47,0.54,0.72,0.58,0.64,0.47,0.49
zildo.csv,0.44,0.52,0.25,0.62,0.06,0.65,0.19,0.96,0.23,0.38,0.44,0.48,0.25,0.4,0.42,0.4,0.34,0.43,0.49
