,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.56,0.83,0.0,0.48,0.94,0.67,0.7,0.91,0.55,0.7,0.41,0.45,0.31,0.56,0.57,0.57,0.76,0.6,0.56
elvishrayrenderer.csv,0.52,0.39,0.49,0.38,0.41,0.54,0.49,0.42,0.44,0.57,0.34,0.53,0.34,0.97,0.51,0.56,0.55,0.55,0.41
graphmak.csv,0.96,0.86,0.86,0.58,0.93,0.88,0.67,0.67,0.8,0.88,0.74,0.88,0.59,0.96,0.66,0.73,0.98,0.96,0.88
jmol.csv,0.59,0.33,0.49,0.44,0.63,0.38,0.36,0.43,0.48,0.83,0.38,0.86,0.43,0.9,0.62,0.84,0.53,0.72,0.48
mesa3d.csv,0.97,0.61,0.84,0.89,0.68,0.81,0.81,0.94,0.83,0.84,0.58,0.96,0.73,0.95,0.98,0.99,0.85,0.74,0.75
minig.csv,0.51,0.4,0.52,0.42,0.49,0.63,0.51,0.42,0.39,0.65,0.35,0.61,0.38,0.68,0.55,0.48,0.55,0.47,0.42
moving-pictures.csv,0.53,0.48,0.75,0.42,0.54,0.64,0.68,0.39,0.45,0.58,0.69,0.55,0.52,0.66,0.74,0.49,0.61,0.61,0.44
ngl.csv,0.53,0.32,0.4,0.36,0.47,0.57,0.61,0.38,0.4,0.51,0.36,0.44,0.42,0.4,0.4,0.57,0.46,0.44,0.38
nunit.csv,0.86,0.8,0.8,0.58,0.93,0.68,0.0,0.58,0.95,0.77,0.8,0.81,0.67,0.0,0.56,0.93,0.7,0.94,0.83
octave.csv,0.46,0.92,0.4,0.42,0.95,0.63,0.69,0.43,0.64,0.57,0.34,0.52,0.38,0.52,0.49,0.51,0.7,0.4,0.48
opengs.csv,0.85,0.32,0.0,0.45,0.8,0.5,0.5,0.43,0.62,0.57,0.47,0.53,0.46,0.96,0.46,0.67,0.52,0.47,0.67
owlib.csv,0.55,0.3,0.61,0.34,0.4,0.6,0.67,0.41,0.39,0.5,0.4,0.44,0.41,0.64,0.46,0.47,0.44,0.41,0.31
prelude.csv,0.49,0.41,0.49,0.53,0.4,0.51,0.46,0.49,0.39,0.57,0.44,0.4,0.37,0.64,0.77,0.6,0.66,0.46,0.59
tokratan.csv,0.8,0.43,0.88,0.9,0.88,0.64,0.75,0.55,0.93,0.92,0.96,0.94,0.86,0.83,0.74,0.89,0.54,0.97,0.42
xfce.csv,0.45,0.55,0.73,0.37,0.65,0.6,0.52,0.39,0.38,0.44,0.4,0.39,0.32,0.42,0.47,0.51,0.59,0.37,0.41
xharbour.csv,0.42,0.39,0.67,0.44,0.7,0.5,0.55,0.39,0.44,0.42,0.41,0.38,0.36,0.35,0.44,0.48,0.43,0.38,0.38
zabbix.csv,0.41,0.39,0.54,0.42,0.46,0.54,0.41,0.38,0.4,0.44,0.37,0.42,0.38,0.67,0.46,0.45,0.47,0.4,0.38
zengine.csv,0.4,0.33,0.49,0.38,0.42,0.42,0.42,0.36,0.35,0.5,0.33,0.32,0.27,0.36,0.39,0.43,0.39,0.32,0.33
zildo.csv,0.71,0.4,0.56,0.46,0.93,0.39,0.86,0.44,0.68,0.76,0.57,0.66,0.69,0.96,0.53,0.55,0.68,0.71,0.44
