,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,4.0,0.0,52.0,6.0,7.0,0.0,1.0,1.0,2.0,6.0,1.0,9.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
elvishrayrenderer.csv,5.0,5.0,0.0,4.0,12.0,9.0,2.0,0.0,1.0,33.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
graphmak.csv,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,5.0,3.0,1.0
jmol.csv,6.0,0.0,0.0,3.0,2.0,5.0,0.0,7.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0
mesa3d.csv,0.0,5.0,0.0,3.0,6.0,2.0,2.0,8.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
minig.csv,0.0,0.0,0.0,2.0,4.0,20.0,2.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0
moving-pictures.csv,8.0,0.0,0.0,2.0,13.0,3.0,1.0,6.0,1.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
ngl.csv,3.0,0.0,0.0,1.0,14.0,11.0,2.0,1.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
nunit.csv,0.0,0.0,0.0,5.0,10.0,16.0,0.0,0.0,1.0,16.0,0.0,1.0,0.0,161.0,0.0,0.0,0.0,0.0,3.0
octave.csv,4.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,16.0,0.0,1.0,6.0,0.0,1.0,0.0,6.0,0.0,0.0
opengs.csv,0.0,0.0,52.0,0.0,4.0,2.0,0.0,2.0,0.0,9.0,0.0,6.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
owlib.csv,0.0,1.0,0.0,9.0,6.0,3.0,2.0,0.0,2.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prelude.csv,0.0,0.0,0.0,3.0,12.0,0.0,1.0,11.0,1.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0
tokratan.csv,3.0,5.0,1.0,0.0,7.0,2.0,1.0,2.0,7.0,0.0,0.0,4.0,3.0,0.0,1.0,4.0,1.0,0.0,1.0
xfce.csv,0.0,6.0,0.0,2.0,5.0,2.0,0.0,5.0,2.0,20.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0
xharbour.csv,0.0,0.0,0.0,4.0,11.0,10.0,1.0,0.0,3.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
zabbix.csv,0.0,0.0,0.0,5.0,12.0,14.0,2.0,0.0,2.0,18.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
zengine.csv,0.0,0.0,0.0,2.0,7.0,16.0,0.0,3.0,0.0,9.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
zildo.csv,17.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,7.0,12.0,7.0,0.0
