,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.34,0.42,0.33,0.35,0.38,0.35
jahshaka.csv,0.48,0.53,0.49,0.61,0.5,0.42
jam-daq.csv,0.48,0.75,0.65,0.35,0.77,0.4
jatlas.csv,0.34,0.68,0.38,0.39,0.64,0.43
jedit.csv,0.43,0.44,0.38,0.36,0.41,0.36
open-media-library.csv,0.42,0.69,0.47,0.42,0.56,0.41
