,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.46,0.0,0.0,0.99,0.13,0.17
jahshaka.csv,0.64,0.82,0.38,0.41,0.56,0.52
jam-daq.csv,0.57,0.11,0.39,0.6,0.64,0.71
jatlas.csv,0.57,0.54,0.51,0.56,0.97,0.63
jedit.csv,0.74,0.24,0.51,0.0,0.24,0.0
open-media-library.csv,0.58,0.5,0.72,0.0,0.91,0.71
