,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.85,1.0,1.0,0.0,0.97,0.96
jahshaka.csv,0.2,0.2,0.61,0.0,0.56,0.69
jam-daq.csv,0.45,0.06,0.2,0.0,0.16,0.28
jatlas.csv,0.77,0.51,0.74,0.33,0.15,0.48
jedit.csv,0.24,0.94,0.76,1.0,0.94,1.0
open-media-library.csv,0.65,0.16,0.3,1.0,0.32,0.57
