,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.95,1.0,1.0,0.99,1.0,1.0
jahshaka.csv,0.61,0.82,0.38,0.36,0.6,0.62
jam-daq.csv,0.57,0.09,0.35,0.55,0.6,0.71
jatlas.csv,0.92,0.55,0.68,0.54,1.0,0.67
jedit.csv,0.74,1.0,0.7,1.0,1.0,1.0
open-media-library.csv,0.69,0.45,0.72,0.67,1.0,0.84
