,recall,precision,pf,wins
amygdala.csv,0.41500000000000004,0.5800000000000001,0.24,6
ardour.csv,0.36,0.73,0.11499999999999999,16
bacnet.csv,0.38,0.605,0.19,11
cortex-vfx.csv,0.44,0.5800000000000001,0.24,8
enzo.csv,0.895,0.48,0.815,2
growl-for-windows.csv,0.65,0.545,0.46499999999999997,4
heekscad.csv,0.585,0.645,0.28500000000000003,13
minig.csv,0.6,0.63,0.355,12
multitude.csv,0.715,0.5900000000000001,0.515,5
natpad.csv,0.5,0.63,0.33999999999999997,10
open-ms.csv,0.435,0.46499999999999997,0.485,1
planeshift.csv,0.665,0.58,0.405,7
rocrail.csv,0.125,0.87,0.025,17
salasaga.csv,0.565,0.44,0.73,0
xcsoar.csv,0.63,0.655,0.325,14
xemeiah.csv,0.43,0.695,0.165,15
xmoto.csv,0.685,0.6,0.43,9
zxing.csv,0.73,0.56,0.54,3
