,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.49,0.64,0.5,0.37,0.57,0.85,0.88,0.67,0.67,0.69,0.74,0.63,0.43,0.83,0.29,0.73,0.5,0.46,0.89
aubit4gl.csv,0.19,0.27,0.33,0.22,0.43,0.08,0.05,0.0,0.69,0.2,0.04,0.13,0.43,0.09,0.18,0.08,0.11,0.08,0.11
ipfilter.csv,0.86,0.82,0.83,0.33,0.64,0.77,0.51,0.67,0.87,0.87,0.91,0.78,0.73,0.96,0.71,0.81,0.93,0.67,0.58
jmol.csv,0.83,0.82,1.0,0.67,0.86,0.69,0.59,1.0,0.59,1.0,0.78,0.73,0.97,0.74,0.75,1.0,1.0,0.66,0.89
liferea.csv,0.76,0.91,0.17,0.56,0.71,0.77,0.41,1.0,0.19,0.44,0.43,0.65,0.62,0.3,0.25,0.52,0.5,0.36,0.26
miranda-icq.csv,0.49,0.55,0.33,0.41,0.79,1.0,1.0,1.0,0.0,0.37,0.74,0.13,0.38,0.04,0.57,0.58,0.48,0.0,0.16
moving-pictures.csv,0.63,0.73,0.5,0.74,0.64,0.15,0.0,1.0,0.37,0.89,0.26,0.59,0.81,0.04,0.61,0.38,0.5,0.16,0.74
opensim4opencog.csv,0.58,0.82,0.33,0.7,0.71,0.54,0.22,1.0,0.7,0.83,0.52,0.69,0.84,0.3,0.5,0.46,0.48,0.44,0.63
pclasses.csv,0.59,0.73,0.0,0.41,0.14,0.08,0.02,0.0,0.07,0.09,0.48,0.3,0.11,0.04,0.36,0.0,0.11,0.02,0.79
pfaedit.csv,0.73,0.27,0.67,0.48,0.64,0.38,0.1,0.67,0.7,0.76,0.43,0.71,0.84,0.43,0.29,0.08,0.11,0.24,0.37
plearn.csv,0.75,0.64,0.67,0.33,0.71,0.15,0.02,0.33,0.02,0.09,0.35,0.5,0.73,0.0,0.46,0.0,0.72,0.03,0.37
psrchive.csv,0.59,0.27,0.83,0.3,0.79,0.69,0.66,0.33,0.8,0.37,0.52,0.16,0.57,0.57,0.54,0.77,0.61,0.61,0.32
re2c.csv,0.34,0.18,1.0,0.44,0.57,0.38,0.34,0.33,0.48,0.17,0.35,0.13,0.43,0.0,0.64,0.31,0.3,0.41,0.21
rockbox.csv,0.22,0.0,0.0,0.74,0.5,0.62,0.02,0.67,0.5,0.35,0.43,0.48,0.51,0.43,0.46,0.69,0.3,0.41,0.84
theresa.csv,0.68,0.18,0.33,0.63,0.64,0.46,0.24,1.0,0.54,0.7,0.26,0.5,0.43,0.7,0.39,0.35,0.46,0.44,0.37
tktoolkit.csv,0.22,0.36,0.67,0.56,0.5,0.38,0.07,0.67,0.7,0.83,0.48,0.76,0.49,0.48,0.86,0.44,0.67,0.62,0.95
tzod.csv,0.68,0.27,0.5,0.59,0.64,0.54,0.8,0.67,0.72,0.7,0.57,0.71,0.54,0.78,0.04,0.6,0.72,0.71,0.21
yaprm.csv,0.68,0.36,0.33,0.41,0.5,0.08,0.0,0.67,0.54,0.5,0.35,0.36,0.68,0.52,0.21,0.12,0.13,0.32,0.21
zemljanka.csv,0.93,0.91,1.0,0.81,0.86,0.69,0.88,1.0,0.93,0.89,1.0,0.79,0.95,0.74,0.79,0.56,0.54,0.8,0.74
