,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.47,0.29,0.24,0.44,0.0,0.0,0.19,0.16,0.03,0.0,0.19,0.24,0.2
grafx2.csv,0.6,0.43,0.38,0.17,0.27,0.21,0.15,0.36,0.0,0.25,0.37,0.29,0.3
jahshakafx.csv,0.0,0.14,0.14,0.07,0.0,0.09,0.04,0.07,0.16,0.0,0.06,0.0,0.02
kftpgrabber.csv,0.16,0.22,0.13,0.05,0.09,0.22,0.04,0.34,0.11,0.0,0.0,0.34,0.02
kindb.csv,0.37,0.47,0.48,0.36,0.18,0.43,0.11,0.32,0.16,0.0,0.45,0.26,0.25
maya-work-in-progress.csv,0.63,0.47,0.65,0.51,0.45,0.7,0.02,0.53,0.34,0.25,0.58,0.5,0.34
netatalk.csv,0.18,0.27,0.23,0.1,0.18,0.14,0.0,0.08,0.08,0.06,0.11,0.0,0.09
nullc.csv,0.71,0.97,0.96,0.98,0.0,0.83,0.91,0.92,0.76,0.75,1.0,0.95,0.93
plee-the-bear.csv,0.66,0.35,0.0,0.49,0.73,0.38,0.98,0.86,0.71,0.69,0.26,0.63,0.68
reaper-ecad.csv,0.65,0.63,0.58,0.0,0.82,0.5,0.64,0.05,0.03,0.69,0.47,0.84,0.59
unimrcp.csv,0.12,0.17,0.07,0.13,0.09,0.05,0.0,0.0,0.03,0.0,0.11,0.08,0.02
unladen-swallow.csv,0.34,0.02,0.6,0.51,0.82,0.45,0.89,0.74,0.5,0.75,0.53,0.66,0.68
xmoto.csv,0.35,0.43,0.49,0.37,0.55,0.42,0.23,0.46,0.16,0.44,0.31,0.39,0.0
