,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,54.0,1.0,25.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0
grafx2.csv,103.0,3.0,12.0,24.0,0.0,6.0,0.0,8.0,0.0,2.0,10.0,2.0,1.0
jahshakafx.csv,0.0,3.0,26.0,4.0,0.0,14.0,1.0,0.0,1.0,0.0,1.0,51.0,0.0
kftpgrabber.csv,4.0,10.0,11.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
kindb.csv,2.0,0.0,59.0,1.0,0.0,11.0,0.0,3.0,0.0,0.0,2.0,5.0,3.0
maya-work-in-progress.csv,56.0,63.0,73.0,18.0,0.0,0.0,0.0,15.0,2.0,0.0,14.0,0.0,1.0
netatalk.csv,0.0,16.0,26.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
nullc.csv,57.0,3.0,58.0,80.0,0.0,2.0,0.0,14.0,1.0,5.0,24.0,8.0,1.0
plee-the-bear.csv,102.0,2.0,0.0,19.0,0.0,7.0,0.0,14.0,2.0,2.0,7.0,1.0,0.0
reaper-ecad.csv,60.0,3.0,122.0,0.0,0.0,6.0,0.0,2.0,0.0,6.0,12.0,1.0,1.0
unimrcp.csv,2.0,23.0,17.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
unladen-swallow.csv,57.0,0.0,46.0,51.0,1.0,6.0,0.0,14.0,2.0,2.0,19.0,1.0,1.0
xmoto.csv,14.0,57.0,15.0,28.0,0.0,5.0,6.0,6.0,1.0,2.0,2.0,3.0,0.0
