,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.49,0.26,0.19,0.28,0.39,0.96,0.51,0.3,0.48,0.76,0.38,0.41,0.52
grafx2.csv,0.27,0.23,0.15,0.2,0.51,0.44,0.56,0.31,0.99,0.81,0.53,0.53,0.52
jahshakafx.csv,1.0,0.3,0.22,0.21,0.41,0.44,0.21,0.27,0.37,0.06,0.34,0.0,0.52
kftpgrabber.csv,0.32,0.34,0.25,0.31,0.21,0.42,0.16,0.58,0.73,0.61,0.97,0.41,0.46
kindb.csv,0.59,0.31,0.17,0.35,0.58,0.59,0.65,0.52,0.77,0.97,0.57,0.45,0.58
maya-work-in-progress.csv,0.52,0.29,0.14,0.3,0.71,0.48,0.95,0.45,0.73,0.83,0.52,0.57,0.6
netatalk.csv,0.5,0.34,0.24,0.36,0.35,0.51,0.36,0.5,0.63,0.73,0.55,1.0,0.55
nullc.csv,0.49,0.2,0.11,0.23,1.0,0.49,0.53,0.43,0.69,0.82,0.49,0.39,0.59
plee-the-bear.csv,0.18,0.07,0.94,0.29,0.59,0.23,0.57,0.28,0.39,0.47,0.26,0.19,0.37
reaper-ecad.csv,0.49,0.18,0.14,1.0,0.73,0.5,0.56,0.18,0.2,0.77,0.47,0.47,0.59
unimrcp.csv,0.44,0.31,0.35,0.26,0.33,0.43,0.17,0.98,0.46,0.45,0.55,0.45,0.49
unladen-swallow.csv,0.22,0.69,0.07,0.09,0.52,0.27,0.46,0.29,0.52,0.58,0.2,0.23,0.37
xmoto.csv,0.64,0.3,0.15,0.3,0.6,0.53,0.49,0.53,0.74,0.79,0.58,0.43,0.99
