,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.01,0.67,0.71,0.73,0.79,0.87,0.68,0.17,0.05,0.76,0.74,0.38,0.92,0.12,0.41,0.27,0.37,0.42
fbmanager.csv,0.02,0.0,1.0,0.81,0.96,0.93,0.78,1.0,0.0,0.75,0.0,0.25,0.0,0.0,0.4,0.0,0.0,0.0
freenet.csv,0.01,0.48,0.57,0.52,0.8,0.91,0.8,0.13,0.03,0.49,0.77,0.25,0.55,0.18,0.25,0.21,0.32,0.26
geogebra.csv,0.0,0.73,0.79,0.67,0.8,0.89,0.71,0.2,0.05,0.65,0.93,0.33,0.87,0.14,0.42,0.25,0.42,0.42
google-caja.csv,0.01,0.7,0.56,0.7,0.8,0.91,0.68,0.17,0.04,0.55,0.9,0.35,0.93,0.14,0.34,0.24,0.35,0.3
hibernate.csv,0.02,0.68,0.66,0.75,0.74,1.0,0.83,0.18,0.03,0.68,0.94,0.31,0.9,0.16,0.32,0.18,0.42,0.31
illumination.csv,0.01,0.56,0.59,0.52,0.74,0.89,0.86,0.15,0.0,0.51,0.78,0.31,0.0,0.0,0.21,0.62,0.0,0.0
kindb.csv,0.01,0.71,0.56,0.72,0.73,1.0,0.7,0.19,0.03,0.85,0.85,0.39,0.94,0.15,0.25,0.12,0.31,0.24
officefloor.csv,0.02,0.58,0.8,0.75,0.77,1.0,0.82,0.24,0.07,0.81,0.94,0.4,1.0,0.5,0.44,0.2,0.43,0.38
paintown.csv,0.01,0.76,0.62,0.58,0.73,0.9,0.69,0.15,0.03,0.44,0.71,0.42,0.8,0.14,0.18,0.23,0.28,0.22
poormans.csv,0.0,0.35,0.71,0.28,0.86,0.91,0.8,0.07,0.08,0.62,0.86,0.29,0.33,0.0,0.48,0.23,0.57,0.46
qlc.csv,0.0,0.61,0.77,0.82,0.95,0.9,0.72,0.23,0.04,0.67,0.94,0.3,1.0,0.16,0.34,0.22,0.36,0.41
repositorium.csv,0.0,0.39,0.58,0.45,0.79,0.82,0.61,0.11,0.02,0.0,0.76,0.42,0.0,0.22,0.2,0.36,0.39,0.57
sevenupdate.csv,0.01,0.5,0.64,0.6,0.73,1.0,0.66,0.14,0.03,0.55,0.73,0.3,0.68,0.11,0.21,0.18,0.29,0.22
sqlpower-library.csv,0.02,0.48,0.62,0.52,0.9,0.89,0.71,0.14,0.03,0.49,0.86,0.33,0.68,0.1,0.25,0.22,0.28,0.25
triplea.csv,0.01,0.62,0.82,0.73,0.73,0.93,0.66,0.21,0.03,0.61,0.78,0.3,0.93,0.09,0.22,0.21,0.33,0.33
yarp0.csv,0.02,0.65,0.62,0.57,0.83,0.9,0.65,0.17,0.03,0.53,0.74,0.55,0.77,0.11,0.23,0.28,0.27,0.19
