,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.68,0.42,0.04,0.11,0.11,0.55,0.57,0.83,0.38
jicarilla.csv,0.06,0.0,0.87,0.0,0.0,0.0,0.05,0.54,0.12
optalgtoolkit.csv,0.54,0.35,0.56,0.12,0.1,0.7,0.53,0.83,0.24
oscarmcmaster.csv,0.66,0.36,0.05,0.13,0.04,0.32,0.4,0.54,0.39
ossim.csv,0.29,0.22,0.27,0.24,0.0,0.37,0.51,0.71,0.18
projectts.csv,0.56,0.23,0.1,0.13,0.1,0.31,0.6,0.04,0.3
sabbu.csv,0.75,0.36,0.17,0.14,0.14,0.22,0.51,0.16,0.34
vxl.csv,0.62,0.29,0.21,0.17,0.07,0.28,0.56,0.39,0.3
zact.csv,0.47,0.05,0.52,0.14,0.24,0.0,0.45,0.47,0.21
