,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.4,0.48,0.44,0.7,0.38,0.46,0.38,0.41,0.41,0.38,0.41,0.26,0.41,0.46
chrysalis.csv,0.42,0.55,0.53,0.58,0.44,0.4,0.32,0.33,0.38,0.89,0.38,0.27,0.37,0.53
etics.csv,0.48,0.89,0.5,0.9,0.0,0.67,0.59,0.0,0.7,0.89,0.48,0.75,0.95,0.75
flexpay.csv,0.67,0.4,0.57,0.43,0.47,0.81,0.5,0.38,0.68,0.36,0.82,0.26,0.93,0.65
ifmo-game-1.csv,0.75,0.77,0.67,0.58,0.0,0.79,0.5,0.5,0.89,0.59,0.67,0.64,0.49,0.93
jcl.csv,0.58,0.43,0.45,0.44,0.44,0.57,0.41,0.4,0.58,0.52,0.63,0.26,0.5,0.43
linuxsh.csv,0.92,0.9,0.59,0.66,0.67,0.0,0.8,0.86,0.59,0.0,0.95,0.28,0.83,0.95
mvdsv.csv,0.5,0.67,0.67,0.92,0.5,0.5,0.88,0.62,0.94,0.86,0.79,0.0,0.47,0.8
openmeetings.csv,0.47,0.58,0.64,0.57,0.0,0.63,0.59,0.36,0.39,0.37,0.92,0.68,0.41,0.91
plato.csv,0.4,0.42,0.45,0.4,0.38,0.45,0.38,0.54,0.41,0.36,0.4,0.26,0.41,0.73
projecteqemu.csv,0.57,0.61,0.43,0.47,0.75,0.68,0.37,0.88,0.53,0.88,0.45,0.43,0.5,0.93
scite-ru.csv,0.39,0.44,0.46,0.41,0.58,0.44,0.37,0.49,0.39,0.37,0.39,0.76,0.37,0.72
uclmda.csv,0.91,0.89,0.86,0.82,0.91,0.86,0.5,0.83,0.83,0.0,0.0,0.27,0.92,0.8
vrjuggler.csv,0.88,0.81,0.83,0.48,0.38,0.85,0.67,0.47,0.99,0.61,0.7,0.97,0.46,0.8
