,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.25,0.72,0.17,0.45,0.29,0.08,0.09,0.84,0.18,0.21,0.45,0.97,0.13,0.17
chrysalis.csv,0.47,0.64,0.2,0.35,0.41,0.12,0.11,0.79,0.19,0.11,0.62,0.98,0.12,0.42
etics.csv,0.57,0.44,0.5,0.6,1.0,0.14,0.24,0.0,0.2,0.22,0.78,0.25,0.26,0.75
flexpay.csv,1.0,0.51,0.16,0.16,0.25,0.03,0.0,0.83,0.25,0.21,0.3,0.98,0.07,0.17
ifmo-game-1.csv,1.0,0.42,0.0,0.15,0.0,0.25,0.0,1.0,0.25,0.21,1.0,0.93,0.12,0.13
jcl.csv,0.58,0.59,0.17,0.3,0.27,0.09,0.07,0.85,0.25,0.19,0.4,0.98,0.23,0.21
linuxsh.csv,0.08,0.52,0.33,0.09,0.0,1.0,0.0,0.86,0.18,0.0,0.47,1.0,0.1,0.1
mvdsv.csv,0.5,0.33,0.0,0.54,0.25,0.5,0.75,0.88,0.12,0.14,0.71,0.0,0.1,0.4
openmeetings.csv,0.37,0.7,0.21,0.45,0.0,0.21,0.24,0.86,0.2,0.2,0.69,0.96,0.12,0.35
plato.csv,0.24,0.5,0.17,0.14,0.26,0.09,0.09,0.94,0.18,0.21,0.47,0.97,0.1,0.15
projecteqemu.csv,0.39,0.54,0.17,0.23,0.75,0.14,0.12,1.0,0.21,0.25,0.66,0.95,0.17,0.17
scite-ru.csv,0.22,0.54,0.25,0.14,0.42,0.09,0.12,0.86,0.18,0.23,0.49,0.89,0.12,0.18
uclmda.csv,0.09,0.32,0.14,0.06,0.36,0.0,0.0,0.67,0.12,0.0,1.0,1.0,0.15,0.2
vrjuggler.csv,0.5,0.4,0.17,0.06,0.31,0.07,0.33,0.84,0.15,0.32,0.65,0.88,0.15,0.2
