,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.7,0.78,0.82,0.04,0.81,0.53,0.63
emulemorph.csv,0.98,1.0,0.94,1.0,0.98,0.98,0.17
htmlunit.csv,0.66,0.61,0.63,0.79,0.9,0.06,0.68
jvcl.csv,0.97,1.0,0.12,0.87,0.65,0.91,1.0
m-m-m.csv,0.65,0.85,0.79,0.64,0.0,0.82,1.06
nh3d.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0
wgs-assembler.csv,0.08,0.76,1.01,0.92,0.9,0.96,1.02
