,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.6,0.22,0.78,0.0,0.2,0.15,0.54
emulemorph.csv,0.07,0.0,0.1,0.01,0.0,0.04,0.0
htmlunit.csv,0.41,0.35,0.55,0.07,0.2,0.0,0.12
jvcl.csv,0.03,0.0,0.0,0.43,0.0,0.26,0.0
m-m-m.csv,0.37,0.69,0.66,0.35,0.0,0.79,0.36
nh3d.csv,0.0,0.0,0.01,0.0,0.0,0.0,0.0
wgs-assembler.csv,0.0,0.12,0.13,0.01,0.0,0.07,0.18
